# galaxy time_merged bin_sep mass_total bin_ecc gw_strain gw_freq gen_1 gen_2
0.000000000000000000e+00 6.900000000000000000e+05 1.311600550081329017e-03 2.271640045160136623e+01 1.416534380653722280e-01 2.121773095904932215e-23 6.333392865465284696e-03 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 7.000000000000000000e+05 1.311600550081329017e-03 2.271640045160136623e+01 1.416534380653722280e-01 inf 6.333392865465284696e-03 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 7.200000000000000000e+05 7.358723983730280915e-02 5.635836618933625175e+01 6.923197033393829747e-01 2.865071311910189105e-24 2.373801953517374659e-05 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 7.300000000000000000e+05 1.127167323786724974e-06 5.635836618933625175e+01 6.923197033393829747e-01 1.245491375669000787e-14 3.959730854709423511e+02 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 8.100000000000000000e+05 1.111308921214344397e-04 2.558648329116864772e+01 5.828716395449062837e-02 1.750265444719919904e-20 2.725349184629317634e-01 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 8.200000000000000000e+05 1.111308921214344397e-04 2.558648329116864772e+01 5.828716395449062837e-02 inf 2.725349184629317634e-01 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.000000000000000000e+05 8.691512890090410393e-01 4.892524318742584910e+01 9.752103518150582184e-01 4.471823833300856442e-27 5.448694826248135441e-07 2.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.000000000000000000e+05 2.588428851699178801e-01 3.295074177345566113e+01 6.103715922474461930e-01 1.866599516993036260e-24 2.751359280790161590e-06 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.100000000000000000e+05 9.785048637485170785e-07 4.892524318742584910e+01 9.752103518150582184e-01 1.151843341282052234e-14 4.561325544484608372e+02 2.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.100000000000000000e+05 6.590148354691131959e-07 3.295074177345566113e+01 6.103715922474461930e-01 9.435603267205668434e-15 6.772653649354343770e+02 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.300000000000000000e+05 1.147158095689922330e+00 4.760577437529884293e+01 2.152321608037670309e-01 1.788561154133797393e-27 3.544573295150194423e-07 1.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 9.400000000000000000e+05 9.521154875059768441e-07 4.760577437529884293e+01 2.152321608037670309e-01 7.854430834418487201e-15 4.687749846512735985e+02 1.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 9.800000000000000000e+05 4.916731391660001554e-05 4.273924125660519024e+01 2.601867718170444155e-01 4.419011306961950800e-19 1.196927197649998220e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.900000000000000000e+05 4.916731391660001554e-05 4.273924125660519024e+01 2.601867718170444155e-01 inf 1.196927197649998220e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 7.600000000000000000e+05 6.050512810003068604e-07 3.025256405001534432e+01 6.227987210932449669e-01 8.399028184005664356e-15 7.376695778644717620e+02 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 7.800000000000000000e+05 5.752242274124622892e-07 2.876121137062311206e+01 2.798269509789133580e-01 3.803621219783828924e-14 7.759198965759425164e+02 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 8.100000000000000000e+05 2.349589019599358786e-02 6.181893971861394022e+01 7.325251326813203567e-01 1.780730565284475884e-25 1.377977022544485983e-04 1.000000000000000000e+00 2.000000000000000000e+00
1.000000000000000000e+00 8.200000000000000000e+05 1.236378794372278898e-06 6.181893971861394022e+01 7.325251326813203567e-01 1.299739558474210179e-14 3.609961001219363084e+02 1.000000000000000000e+00 2.000000000000000000e+00
1.000000000000000000e+00 9.000000000000000000e+05 8.030807527978797532e-06 4.243633488897177131e+01 4.769464345840613295e-01 4.415108005076159969e-17 1.806754577115876259e+01 1.000000000000000000e+00 2.000000000000000000e+00
1.000000000000000000e+00 9.000000000000000000e+05 4.731864024838133842e-01 2.511270851692563610e+01 8.904373178996557447e-01 2.885743282373394249e-27 9.717788646802277472e-07 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 9.100000000000000000e+05 8.030807527978797532e-06 4.243633488897177131e+01 4.769464345840613295e-01 inf 1.806754577115876259e+01 1.000000000000000000e+00 2.000000000000000000e+00
1.000000000000000000e+00 9.100000000000000000e+05 5.022541703385127204e-07 2.511270851692563610e+01 8.904373178996557447e-01 8.239957544860747450e-15 8.886495113440970499e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 2.800000000000000000e+05 7.765508493264514854e-07 3.882754246632257633e+01 4.014441020121541359e-01 8.124322318419443638e-15 5.747568538866203198e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.400000000000000000e+05 6.182239852119356810e-03 5.279557338375937547e+01 7.974248607124236887e-01 3.930578959241331661e-24 9.435154924236212153e-04 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.500000000000000000e+05 6.182239852119356810e-03 5.279557338375937547e+01 7.974248607124236887e-01 inf 9.435154924236212153e-04 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.500000000000000000e+05 2.309338490294603229e-04 2.142934725210056257e+01 2.969538427357569788e-01 1.273638592246332257e-19 8.326109837686716808e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.600000000000000000e+05 2.309338490294603229e-04 2.142934725210056257e+01 2.969538427357569788e-01 inf 8.326109837686716808e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.000000000000000000e+05 5.914148599847653454e-07 2.957074299923826644e+01 3.473253100465111681e-02 8.671922561088907546e-15 7.546782356015731921e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.000000000000000000e+05 2.076364191974688130e-04 5.984618757012491130e+01 5.284699858977280895e-01 1.407145848346931231e-18 1.632044531055445169e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.100000000000000000e+05 1.061469126293062973e-04 6.737645346632760379e+01 1.547977811480297228e-01 1.238440802372949357e-19 4.737640241332523594e-01 2.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.100000000000000000e+05 3.789231383879786250e-04 2.465340766339694056e+01 7.552368398329809551e-01 4.294714084453465897e-20 4.248942421077856607e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.100000000000000000e+05 2.076364191974688130e-04 5.984618757012491130e+01 5.284699858977280895e-01 1.407145848346931231e-18 1.632044531055445169e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.200000000000000000e+05 1.061469126293062973e-04 6.737645346632760379e+01 1.547977811480297228e-01 inf 4.737640241332523594e-01 2.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.200000000000000000e+05 3.410308245491807571e-04 2.465340766339694056e+01 8.307605238162790728e-01 2.276662531639127147e-19 4.976420628709724014e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.200000000000000000e+05 7.074591156073879450e-01 3.162845075505330783e+01 5.844261638463569275e-01 2.419315206550026399e-27 5.965625620479120670e-07 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.300000000000000000e+05 6.325690151010662039e-07 3.162845075505330783e+01 5.844261638463569275e-01 9.326270506582996028e-15 7.055798061347406929e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.600000000000000000e+05 2.108879796029962754e-06 5.538243905017509405e+01 7.334474782025781625e-01 2.103422689954951387e-15 1.533830451529368304e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.600000000000000000e+05 1.976715951955517747e+00 4.829619197271934894e+01 4.795200657147746792e-01 7.814359536236507427e-28 1.578371025159963632e-07 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.700000000000000000e+05 2.108879796029962754e-06 5.538243905017509405e+01 7.334474782025781625e-01 inf 1.533830451529368304e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.700000000000000000e+05 9.659238394543869194e-07 4.829619197271934894e+01 4.795200657147746792e-01 8.672071606669730829e-15 4.620736178268128924e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 6.400000000000000000e+05 2.405630688168687928e-02 2.299843401806621301e+01 6.310079398431344133e-01 1.830376558634585653e-26 8.112874456657157842e-05 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 6.500000000000000000e+05 4.599686803613242820e-07 2.299843401806621301e+01 7.635196072101927411e-01 7.901050702096260537e-15 9.703441605877278562e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 7.000000000000000000e+05 5.845176613087209594e-01 6.639613187614642698e+01 3.568407563148109918e-01 4.060217584214373126e-29 1.150916955437485374e-06 1.000000000000000000e+00 2.000000000000000000e+00
2.000000000000000000e+00 7.100000000000000000e+05 1.327922637522928580e-06 6.639613187614642698e+01 3.568407563148109918e-01 8.868164154122582518e-15 3.361098835354011385e+02 1.000000000000000000e+00 2.000000000000000000e+00
2.000000000000000000e+00 7.200000000000000000e+05 1.145609157557664928e-04 3.909008667170763829e+01 7.309862011916846702e-01 4.164682613501907858e-20 3.218456603039504538e-01 1.000000000000000000e+00 2.000000000000000000e+00
2.000000000000000000e+00 7.300000000000000000e+05 1.145609157557664928e-04 3.909008667170763829e+01 7.309862011916846702e-01 inf 3.218456603039504538e-01 1.000000000000000000e+00 2.000000000000000000e+00
2.000000000000000000e+00 7.400000000000000000e+05 8.868820568521382014e-04 3.089361547000782338e+01 6.014876673512444816e-01 5.313051116947093674e-21 1.328325840808101434e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 7.500000000000000000e+05 8.868820568521382014e-04 3.089361547000782338e+01 6.014876673512444816e-01 inf 1.328325840808101434e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 7.700000000000000000e+05 6.346175242985200304e-01 2.756718787585521468e+01 1.801928678017785668e-01 2.149895824475729859e-27 6.555369829407910405e-07 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 7.800000000000000000e+05 5.513437575171043322e-07 2.756718787585521468e+01 3.766030937057172068e-01 8.715679697437078986e-15 8.095274807351162281e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 8.300000000000000000e+05 1.263167835862816668e+00 9.089744394364912239e+01 7.519756078506851793e-01 7.710745912302699176e-27 4.238901287994259968e-07 2.000000000000000000e+00 3.000000000000000000e+00
2.000000000000000000e+00 8.400000000000000000e+05 1.817948878872982493e-06 9.089744394364912239e+01 7.519756078506851793e-01 1.292297118619655291e-14 2.455118118164853911e+02 2.000000000000000000e+00 3.000000000000000000e+00
2.000000000000000000e+00 8.600000000000000000e+05 1.452778822523269987e-06 7.263894112616350185e+01 6.739283412051255695e-01 2.182066768794813813e-14 3.072235884239048573e+02 2.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 3.300000000000000000e+05 4.384473726342903027e-02 3.888975591190232706e+01 4.419631024527291840e-01 4.911062029434838480e-23 4.287562427580354882e-05 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 3.400000000000000000e+05 7.777951182380465020e-07 3.888975591190232706e+01 4.419631024527291840e-01 1.002098108934620430e-14 5.738373931337200702e+02 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.200000000000000000e+05 2.362749382233325646e-01 2.145897558265085792e+01 5.034294841733961690e-01 4.602420136323729314e-29 2.545933531907887425e-06 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.300000000000000000e+05 4.291795116530171476e-07 2.145897558265085792e+01 5.034294841733961690e-01 7.688114405819526493e-15 1.039956267536604173e+03 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.400000000000000000e+05 6.432985469531384837e-01 3.099184448184344376e+01 4.185882928835079619e-01 2.528025532325458892e-27 6.810420256218371707e-07 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.500000000000000000e+05 2.062358085073050240e-02 3.082798303101358783e+01 1.315185672014947960e-01 1.115559389813267872e-22 1.183301734132788136e-04 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.500000000000000000e+05 6.198368896368688938e-07 3.099184448184344376e+01 4.185882928835079619e-01 8.550569022417187157e-15 7.200731845814067356e+02 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.600000000000000000e+05 6.165596606202717924e-07 3.082798303101358783e+01 1.591374663138087342e-01 9.202801090794695490e-15 7.239006239766628141e+02 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.600000000000000000e+05 5.402112009963831556e-03 2.384164309776938140e+01 5.549846260414372789e-01 6.751828009514811700e-25 7.762324061838965939e-04 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.700000000000000000e+05 5.402112009963831556e-03 2.384164309776938140e+01 5.549846260414372789e-01 inf 7.762324061838965939e-04 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 6.400000000000000000e+05 4.256975840579595438e-01 4.796817949390658953e+01 5.393591784637413733e-01 6.469614765336430453e-26 1.573960741200390083e-06 2.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 6.500000000000000000e+05 9.593635898781317934e-07 4.796817949390658953e+01 5.393591784637413733e-01 1.094946810371606612e-14 4.652333356726112470e+02 2.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 7.600000000000000000e+05 3.662051748554340236e-01 3.138348563285767057e+01 1.693807350797124911e-01 4.115261085628148960e-29 1.595632703175203219e-06 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 7.700000000000000000e+05 6.276697126571534349e-07 3.138348563285767057e+01 1.693807350797124911e-01 8.654751926884773413e-15 7.110872391028497077e+02 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 8.600000000000000000e+05 1.441097570253311710e-03 3.786344804996791424e+01 5.585827600919225644e-02 4.711804342258201969e-23 7.099684621343677234e-03 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 8.700000000000000000e+05 1.441097570253311710e-03 3.786344804996791424e+01 5.585827600919225644e-02 inf 7.099684621343677234e-03 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 9.500000000000000000e+05 1.610490530217240313e+00 4.664948906166404186e+01 4.469297992158167698e-01 1.265522306712420946e-27 2.109382012066578483e-07 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 9.600000000000000000e+05 9.329897812332808062e-07 4.664948906166404186e+01 4.469297992158167698e-01 1.042651342279270888e-14 4.783845782875259829e+02 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 9.900000000000000000e+05 7.220125510778848676e-01 5.974927445634294543e+01 6.425806350041348702e-01 7.070988970651940167e-27 7.952766894794957876e-07 1.000000000000000000e+00 3.000000000000000000e+00
4.000000000000000000e+00 5.700000000000000000e+05 4.126087365843281214e-07 2.063043682921640709e+01 1.101788855956353924e-01 7.539799183981442635e-15 1.081721940103986753e+03 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 5.900000000000000000e+05 2.313157536998742408e-02 3.420303070947896629e+01 2.000942985354363657e-01 3.501827877656028573e-26 1.049285167881373578e-04 2.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 6.000000000000000000e+05 6.840606141895793172e-07 3.420303070947896629e+01 2.000942985354363657e-01 9.480897604200998614e-15 6.524683833327081857e+02 2.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 7.100000000000000000e+05 5.108345903983713132e-01 2.694004509418887494e+01 1.860035700430150152e-01 2.860867055760428483e-27 8.973208707822278033e-07 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 7.200000000000000000e+05 5.388009018837774680e-07 2.694004509418887494e+01 1.860035700430150152e-01 8.259727025947909814e-15 8.283726353860664631e+02 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 7.300000000000000000e+05 4.570627717255526523e-04 4.312301845625753316e+01 2.004948891592064075e-01 1.082384014615113757e-21 4.241894455547978726e-02 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 7.400000000000000000e+05 4.113564945529973871e-04 4.312301845625753316e+01 2.205443780751270566e-01 4.756936431216320484e-19 4.968165953174624033e-02 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 8.400000000000000000e+05 1.991405117365488753e+00 2.570212066285825614e+01 5.075351314260696522e-01 2.478535059472544534e-28 1.138712548546733128e-07 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 8.500000000000000000e+05 8.560323743175172619e-06 2.570803283048392629e+01 5.075351314260696522e-01 6.124467920100070932e-17 1.277815624833222863e+01 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 8.600000000000000000e+05 8.560323743175172619e-06 2.570803283048392629e+01 5.075351314260696522e-01 inf 1.277815624833222863e+01 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 9.400000000000000000e+05 1.353137417758295770e-06 6.765687088791479198e+01 3.840303068755238636e-01 1.341690242545351408e-14 3.298467082384529476e+02 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 3.600000000000000000e+05 3.183493508705125818e-01 2.070577142753234767e+01 1.806161137582526222e-01 5.723078458016865525e-25 1.599038095472594914e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 3.700000000000000000e+05 4.141154285506469508e-07 2.070577142753234767e+01 1.806161137582526222e-01 7.552142786636799582e-15 1.077786269890853873e+03 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 3.700000000000000000e+05 5.838781736021730027e-03 3.704756065427012146e+01 4.624655036577218770e-01 1.529931091430904073e-21 8.611236230334015510e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 3.800000000000000000e+05 5.838781736021730027e-03 3.704756065427012146e+01 4.624655036577218770e-01 inf 8.611236230334015510e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 4.000000000000000000e+05 1.506636320752505975e+00 3.632362452448575141e+01 6.492697917169034660e-01 8.743987570261446375e-28 2.057079116998395052e-07 1.000000000000000000e+00 2.000000000000000000e+00
5.000000000000000000e+00 4.100000000000000000e+05 7.264724904897150623e-07 3.632362452448575141e+01 6.492697917169034660e-01 9.932710618799487335e-15 6.143769088090101604e+02 1.000000000000000000e+00 2.000000000000000000e+00
5.000000000000000000e+00 4.200000000000000000e+05 2.288849696259024069e-01 5.143082065011902415e+01 1.926568385307258213e-01 3.593841240460666182e-28 4.133851497061204965e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 4.300000000000000000e+05 1.028616413002380500e-06 5.143082065011902415e+01 1.926568385307258213e-01 9.988162248136449987e-15 4.339109481435245925e+02 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 4.300000000000000000e+05 1.254266463380389052e-01 2.311185214636972773e+01 5.500613696876777148e-01 2.632375114314721078e-24 6.831274165887565504e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 4.400000000000000000e+05 4.622370429273945681e-07 2.311185214636972773e+01 5.500613696876777148e-01 7.912974785890210205e-15 9.655823345857648974e+02 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 4.900000000000000000e+05 1.762343808672631518e+00 4.087034670374170275e+01 4.803244114889028138e-01 8.551319565871674597e-28 1.724794112081892378e-07 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 5.000000000000000000e+05 8.174069340748340446e-07 4.087034670374170275e+01 5.283568526377930841e-01 1.039684915755273838e-14 5.460290394367912086e+02 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 6.400000000000000000e+05 1.895688177909321537e+00 5.296003487378676766e+01 2.340991045601197862e-01 1.298861547635057016e-27 1.759919625891834653e-07 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 6.500000000000000000e+05 1.059200697475735256e-06 5.296003487378676766e+01 2.340991045601197862e-01 1.140039853004352135e-14 4.213818250927643589e+02 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 6.500000000000000000e+05 3.945803483338088391e-01 2.602736154234882804e+01 2.735970098113483795e-01 7.591139473903780293e-25 1.299214773560858738e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 6.600000000000000000e+05 5.205472308469765630e-07 2.602736154234882804e+01 2.735970098113483795e-01 8.194106292860633699e-15 8.574206077624099862e+02 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 6.700000000000000000e+05 3.366767094613319355e-01 4.649503477633656701e+01 2.824800711035099776e-01 1.071362130104270673e-28 2.203193965072343344e-06 1.000000000000000000e+00 2.000000000000000000e+00
5.000000000000000000e+00 6.800000000000000000e+05 9.299006955267313180e-07 4.649503477633656701e+01 2.824800711035099776e-01 1.129446752388497464e-14 4.799737490130998481e+02 1.000000000000000000e+00 2.000000000000000000e+00
5.000000000000000000e+00 7.600000000000000000e+05 8.674465328245011702e-05 6.792390469246250007e+01 5.154281836708183295e-01 2.608200772998807547e-19 6.438968558810680420e-01 1.000000000000000000e+00 2.000000000000000000e+00
5.000000000000000000e+00 7.600000000000000000e+05 4.941219449025901697e-03 3.696414543036605238e+01 3.181070162184718164e-02 2.020710458232251411e-21 1.104862357822166503e-03 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 7.700000000000000000e+05 8.674465328245011702e-05 6.792390469246250007e+01 5.154281836708183295e-01 inf 6.438968558810680420e-01 1.000000000000000000e+00 2.000000000000000000e+00
5.000000000000000000e+00 7.700000000000000000e+05 4.941219449025901697e-03 3.696414543036605238e+01 3.181070162184718164e-02 inf 1.104862357822166503e-03 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 8.600000000000000000e+05 9.601182660332319683e-07 4.800591330166160020e+01 9.361219589398284135e-02 8.470537161136202967e-15 4.648676510299885649e+02 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.600000000000000000e+05 4.107022644396116640e-01 3.739447955187127093e+01 2.132223511608627442e-01 4.563521467626668495e-29 1.466500300334585517e-06 2.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.700000000000000000e+05 7.478895910374254170e-07 3.739447955187127093e+01 2.132223511608627442e-01 9.000787269015117974e-15 5.967831727979208836e+02 2.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.800000000000000000e+05 8.120776115987339283e-01 3.406310264478764083e+01 6.967066863825552847e-01 1.878914051859112261e-27 5.034019008888212430e-07 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.900000000000000000e+05 6.812620528957528325e-07 3.406310264478764083e+01 6.967066863825552847e-01 8.098037886175329117e-15 6.551486629039525269e+02 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 3.600000000000000000e+05 6.700415072367695846e-01 4.130189471386586320e+01 9.641742493233536049e-01 4.840637581093377312e-27 7.396078006689697905e-07 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 3.700000000000000000e+05 8.260378942773172510e-07 4.130189471386586320e+01 9.641742493233536049e-01 1.063671820127838710e-14 5.403237867583990237e+02 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 4.300000000000000000e+05 5.322894074132864528e-01 2.877008624880972931e+01 2.275611755690871707e-01 3.085828627831509647e-27 8.718020822916038967e-07 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 4.400000000000000000e+05 5.754017249761946036e-07 2.877008624880972931e+01 4.323662335812655799e-01 8.534105623479877011e-15 7.756805439891921878e+02 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 5.200000000000000000e+05 1.172771154869527591e-06 5.863855774347638317e+01 8.110528164887661484e-01 1.149297309631846001e-14 3.805754611107473693e+02 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 5.300000000000000000e+05 1.703867562229502766e-02 5.106660963692826272e+01 8.030167912407405462e-01 2.409105367117692630e-25 2.028074086784693733e-04 1.000000000000000000e+00 1.000000000000000000e+00
