# Initial seed: 3456789108
# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged chi_p
2.400000000000000000e+01 1.889875582551889602e+04 4.938233281962701682e+01 6.972647575121360478e-03 5.089723451116525688e-01 0.000000000000000000e+00 3.943272722005288955e+01 1.175260151652491203e+01 5.614084554042540233e-03 -2.910147001508735232e-02 1.161656048455887991e+00 6.664743618063421193e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.500000000000000000e+05 5.150715850427862834e-03
2.500000000000000000e+01 2.325082534044663043e+04 2.453783564612665558e+01 4.006869767207379279e-02 7.065287180365837916e-01 0.000000000000000000e+00 1.395614238410653307e+01 1.191023683335717465e+01 -1.095047359777190712e-03 1.315369330142540649e-01 7.582363186853079418e-01 8.572981019059275898e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.600000000000000000e+05 8.297626061817456322e-02
2.500000000000000000e+01 5.000000000000000000e+04 6.690372591096306110e+01 -3.322254839250793346e-02 6.590619443338581185e-01 0.000000000000000000e+00 3.140062522233308684e+01 3.884226219861896823e+01 -9.740009530665320880e-02 -5.220533850362335526e-02 2.218587978528847593e+00 1.813897242832929413e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.400000000000000000e+05 6.091618630870137413e-02
2.500000000000000000e+01 2.342983198938957503e+04 3.837937592928821573e+01 4.233737480794690367e-01 8.361624529888189716e-01 0.000000000000000000e+00 1.605507790406403146e+01 2.458868157329292714e+01 -7.285290690319232154e-02 7.393287180365835098e-01 2.551132293426151332e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 7.600000000000000000e+05 2.494127019385986369e-02
2.500000000000000000e+01 1.325333621489720099e+04 3.117553035392226590e+01 -4.110111260400804711e-02 7.153767092321495769e-01 0.000000000000000000e+00 1.419226857807709941e+01 1.866324210503065117e+01 -4.891823444073931104e-02 2.132768655416267534e-01 2.422218155790900607e+00 1.780385594439696684e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.700000000000000000e+05 1.868612866006106876e-01
2.500000000000000000e+01 1.952443519990209461e+04 5.141223284288223283e+01 -9.077739193030430476e-02 4.995519499025206644e-01 0.000000000000000000e+00 1.352482807482659233e+01 3.985944838048271777e+01 3.910618054845519005e-03 -1.237685632520050399e-01 1.585512974011746179e+00 2.952388254766821873e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.900000000000000000e+05 2.245652372943885561e-02
2.500000000000000000e+01 1.425319124137990366e+04 2.712061043362534107e+01 -7.458185006664119765e-02 6.152738716666460439e-01 0.000000000000000000e+00 1.060421174576413605e+01 1.780183990767812574e+01 8.174732905959953416e-03 -1.432260486662608745e-01 1.917574486526231636e+00 2.531091476450167743e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+05 1.135541676290018022e-03
2.500000000000000000e+01 2.004760351380379143e+04 2.305648049334157434e+01 6.056011520033845880e-02 6.927469575599232154e-01 0.000000000000000000e+00 1.168773284117543199e+01 1.260176843533699298e+01 1.125645300153821221e-01 -4.820296035330579737e-02 6.177991354831096071e-01 8.551701613262597812e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.100000000000000000e+05 5.982618847370479997e-02
2.500000000000000000e+01 1.403612693088061133e+04 5.394215346475557027e+01 3.118079655677504225e-01 7.611842280120509896e-01 0.000000000000000000e+00 2.713933011237099890e+01 3.009407889623966881e+01 6.284738716666459224e-01 -3.770520498427513967e-02 0.000000000000000000e+00 8.013290494220712823e-01 2.000000000000000000e+00 1.000000000000000000e+00 8.400000000000000000e+05 2.708294797831627479e-02
2.500000000000000000e+01 5.000000000000000000e+04 3.494561691258314795e+01 -5.460483645593181695e-02 6.771690392882516729e-01 0.000000000000000000e+00 1.619559192562203975e+01 2.052366048257864506e+01 -1.602279540956699500e-01 8.090541324604091922e-02 3.100000000000000089e+00 1.209025584595563974e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.900000000000000000e+05 7.566853285909329319e-02
2.500000000000000000e+01 5.000000000000000000e+04 4.696115901801025672e+01 4.444906051337262909e-01 8.356573370972047998e-01 0.000000000000000000e+00 1.428101137614480720e+01 3.494561691258314795e+01 -1.294247046589761252e-01 6.771690392882516729e-01 2.875603801696785755e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 9.000000000000000000e+05 1.232998157351981004e-02
2.500000000000000000e+01 1.353285911001564273e+04 6.366123073120708398e+01 6.340542775655545471e-01 8.880344338194641196e-01 0.000000000000000000e+00 1.166828606908711663e+01 5.406636320416900077e+01 -2.767758743611858918e-01 8.051842280120505846e-01 2.182297596373696358e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 9.500000000000000000e+05 1.481895600093478538e-01
2.600000000000000000e+01 1.940238898260558562e+04 4.351132414689762129e+01 -1.308664513182129785e-02 5.568835858410340345e-01 0.000000000000000000e+00 1.094111528092557251e+01 3.427782793906317238e+01 1.196509145021669163e-01 3.475433118877487709e-02 1.215037112072158809e+00 2.645572736228887667e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.700000000000000000e+05 3.088353484493799178e-02
2.600000000000000000e+01 1.938426477127664839e+04 5.578333993673962965e+01 4.330931161802852314e-01 7.969595547750744080e-01 0.000000000000000000e+00 1.466550930700926436e+01 4.356139095256200733e+01 6.544769416121799105e-04 5.788835858410338320e-01 1.498273625974323675e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 4.300000000000000000e+05 1.906622724915683431e-04
2.600000000000000000e+01 1.043068448697291205e+04 2.337381275423692983e+01 -8.431665489375579636e-02 6.230196227157657196e-01 0.000000000000000000e+00 1.422796053885149448e+01 1.028518326263304239e+01 8.685548218640404272e-02 -2.674719770212166670e-01 1.532425643198012999e+00 2.447363747259080125e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.500000000000000000e+05 1.169469710832371362e-01
2.600000000000000000e+01 1.841946297351516841e+04 2.676750237843382862e+01 7.489257794892789644e-03 6.773950808713226079e-01 0.000000000000000000e+00 1.121128140773304516e+01 1.693352698712185145e+01 4.860180664333017819e-02 3.537024501579727476e-02 1.399120443615993414e+00 1.372999019067515203e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.600000000000000000e+05 3.468058916328666669e-02
2.600000000000000000e+01 2.079703809418271703e+04 3.928077646840350923e+01 -5.553263477818733834e-02 6.394571258368852984e-01 0.000000000000000000e+00 2.368497732418371271e+01 1.752341653890307427e+01 -8.121480125902594271e-03 -1.612806671376261769e-01 1.529794240617544654e+00 2.519234796558832645e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.700000000000000000e+05 6.314820447206669074e-02
2.600000000000000000e+01 1.244683159013986551e+04 3.803044009189273567e+01 -7.211485112131403585e-02 6.142265650602288796e-01 0.000000000000000000e+00 2.705014386321761322e+01 1.265261311806605349e+01 -1.509232424578486331e-01 1.794614862433318442e-02 2.379756434230488438e+00 1.159348536190263346e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.800000000000000000e+05 1.041749553810604745e-01
2.600000000000000000e+01 2.857015359540229110e+04 4.977412593074748060e+01 -3.684438038529302961e-02 5.243196940938753547e-01 0.000000000000000000e+00 3.799000402753988226e+01 1.375271948064096250e+01 -2.309041955564967302e-02 -1.010461951763371169e-01 2.850612047080144151e+00 2.445206072255898810e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000000e+05 2.052066816374141511e-02
2.600000000000000000e+01 1.282124792322216854e+04 2.689288709563061985e+01 -4.886397743353468326e-02 6.404124785951996746e-01 0.000000000000000000e+00 1.781012869645625329e+01 1.035726253472382474e+01 -1.057422951734419830e-01 -5.615561024939802644e-03 2.401875125282210810e+00 1.314681071619661079e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.400000000000000000e+05 7.127869107018361405e-02
2.600000000000000000e+01 2.885720108618640006e+04 7.347399092430936207e+01 3.268182551843785699e-01 6.567130757064882918e-01 0.000000000000000000e+00 4.979702729558569985e+01 2.761505048004295659e+01 5.331196940938752737e-01 -7.870682201329569361e-02 0.000000000000000000e+00 2.182465802978947433e+00 2.000000000000000000e+00 1.000000000000000000e+00 5.600000000000000000e+05 3.292297585272020710e-02
2.600000000000000000e+01 1.747092585513326048e+04 4.431057178649679429e+01 1.375676111340691510e-01 6.331974167758819272e-01 0.000000000000000000e+00 3.240100746547235389e+01 1.403564713373408779e+01 3.474777185847082173e-01 4.223159734240182484e-02 1.010783495436891277e+00 8.124877780158151763e-01 1.000000000000000000e+00 1.000000000000000000e+00 7.300000000000000000e+05 2.943999046573115841e-01
2.600000000000000000e+01 1.607190875929158028e+04 4.657511879729428017e+01 3.149636115698280312e-03 5.679172844726124714e-01 0.000000000000000000e+00 3.678472249907122205e+01 1.157949134229634858e+01 9.721392138068014194e-03 7.324255815902526445e-02 1.675556451311976280e+00 1.345186428223848818e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.400000000000000000e+05 1.956781822704111926e-02
2.600000000000000000e+01 2.970300225673725436e+04 3.638513559516396612e+01 -1.076620397938228835e-01 6.049496837178445219e-01 0.000000000000000000e+00 1.489247545251746985e+01 2.324445433877247780e+01 1.303197220133613388e-01 -2.718490070328742347e-01 0.000000000000000000e+00 2.846956232743799386e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.700000000000000000e+05 6.024733686925103082e-02
2.600000000000000000e+01 2.163020507348863975e+04 3.705203156322761515e+01 4.612238520715980505e-01 6.283399843504794413e-01 0.000000000000000000e+00 2.701489968294286470e+01 1.192434670181986256e+01 6.621950808713225056e-01 -2.576533488916817050e-02 0.000000000000000000e+00 1.339014510929207757e+00 2.000000000000000000e+00 1.000000000000000000e+00 8.700000000000000000e+05 9.907370079370559149e-03
2.600000000000000000e+01 2.505216302767308662e+04 3.380530888856828398e+01 -8.658503571885392547e-02 6.406602908911109839e-01 0.000000000000000000e+00 2.041827937635151713e+01 1.506997465773311262e+01 8.027564566538196444e-02 -1.963969697912893164e-01 1.647226342042819036e+00 3.051140000000000185e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.000000000000000000e+05 8.004129279283969667e-02
2.700000000000000000e+01 1.539769853517927550e+04 2.201171874713939047e+01 1.158640741934671009e-02 6.939415815156358969e-01 0.000000000000000000e+00 1.069282848258292518e+01 1.251552979702405821e+01 2.636821600056712400e-01 -1.181140696375109767e-01 1.289803725631589293e+00 1.925180115125502578e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+05 2.116424726475190921e-01
2.700000000000000000e+01 5.000000000000000000e+04 5.686935732225440887e+01 -2.058859077194647585e-02 6.646133865919320316e-01 0.000000000000000000e+00 2.274397581659556167e+01 3.705159392155498210e+01 1.776201209603591735e-01 -2.186654629745282685e-02 1.836855268309546707e+00 1.780832273107490593e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.200000000000000000e+05 9.824119824728082262e-02
2.700000000000000000e+01 1.620357771595865779e+04 2.250592747294226470e+01 9.333615221135809284e-03 6.863168510833916880e-01 0.000000000000000000e+00 1.131469127776092876e+01 1.237941801022800448e+01 5.615243120113690145e-02 -3.702281510993092606e-02 4.649223401456080706e-01 2.428867431840494806e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.800000000000000000e+05 4.585886933212591360e-02
2.700000000000000000e+01 1.465774822099486846e+04 2.796876889722152626e+01 4.376030820476906752e-02 6.908631889534553316e-01 0.000000000000000000e+00 1.588238197459985557e+01 1.358048140473522203e+01 1.101260915117305145e-01 -3.098476317986713358e-02 6.240401605553385078e-01 1.885140309545959347e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.900000000000000000e+05 9.289737425409107241e-02
2.700000000000000000e+01 1.123134516060506212e+04 2.101696165852022702e+01 5.672094241066703846e-02 7.104803798320968866e-01 0.000000000000000000e+00 1.065143789716172762e+01 1.152004825831177293e+01 7.335312365965947212e-02 9.248106230306826769e-02 6.171414474384722126e-01 9.492164513112572033e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000000e+05 7.518335614555048119e-02
2.700000000000000000e+01 1.569286153600310536e+04 3.680190493710034616e+01 -4.675865164685771153e-02 5.687616311384815493e-01 0.000000000000000000e+00 2.739956731594878292e+01 1.093374125885641845e+01 -5.482049184678987330e-02 -4.059835534026808024e-02 3.037180000000000213e+00 2.308435835396493108e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.100000000000000000e+05 1.621650968030285359e-03
2.700000000000000000e+01 1.449743455134028227e+04 3.102387130812783766e+01 4.828304262189692109e-01 6.535377927214484073e-01 0.000000000000000000e+00 2.212846927218739523e+01 1.055123605410860854e+01 7.111415815156357789e-01 -1.269789726964758864e-02 0.000000000000000000e+00 1.249724740160639946e+00 2.000000000000000000e+00 1.000000000000000000e+00 6.400000000000000000e+05 7.403092355023159488e-02
2.700000000000000000e+01 1.558836380484875372e+04 4.663177455102176339e+01 4.366245256429295840e-01 7.947539135066481464e-01 0.000000000000000000e+00 1.181079943602726701e+01 3.681883770761004371e+01 3.469107810486060650e-02 5.775616311384814683e-01 1.649602306127247120e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 6.400000000000000000e+05 9.575268941898052236e-03
2.700000000000000000e+01 1.281287905441041039e+04 2.567202638409670357e+01 4.092338107338044928e-02 6.890958341250341679e-01 0.000000000000000000e+00 1.023503030782209677e+01 1.674051402434999858e+01 -3.107670787217423070e-02 1.377530201154400225e-01 6.547335512788323708e-01 1.192537556698445744e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.500000000000000000e+05 1.280151331157070305e-01
2.700000000000000000e+01 1.694088696969323792e+04 2.634556349560169508e+01 -3.367340395879922510e-02 6.449525485548763815e-01 0.000000000000000000e+00 1.406388739468664539e+01 1.355793005651216454e+01 -3.556671066818331006e-01 6.480560480873798213e-02 1.919396700589643068e+00 4.820734505557161542e-01 1.000000000000000000e+00 1.000000000000000000e+00 7.200000000000000000e+05 1.547728971668315967e-01
2.700000000000000000e+01 2.079544116726353968e+04 4.295760268992523123e+01 2.404327103083935685e-02 7.061564962489969011e-01 0.000000000000000000e+00 1.915112721108206628e+01 2.610950968966076147e+01 3.070927918346933252e-02 1.359712504694210178e-01 1.921982897199007834e+00 1.198757113032119515e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.700000000000000000e+05 1.092739092598889739e-01
2.700000000000000000e+01 5.000000000000000000e+04 8.542792377337207199e+01 4.017215696856338836e-01 7.053943091272715238e-01 0.000000000000000000e+00 5.731581908683202897e+01 3.298898711154192398e+01 6.406133865919320103e-01 4.203197809701703785e-02 0.000000000000000000e+00 1.893621593182124752e+00 2.000000000000000000e+00 1.000000000000000000e+00 7.700000000000000000e+05 2.124206250767945656e-02
2.700000000000000000e+01 1.249374523195554502e+04 4.485173358034296598e+01 3.319531799457065557e-01 8.099885032985876254e-01 0.000000000000000000e+00 1.926226512247318468e+01 2.816242073313313554e+01 -1.952201187214193667e-01 6.922631889534552885e-01 3.079060000000000130e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000000e+05 7.908486339788288813e-03
2.700000000000000000e+01 2.946049125824698785e+04 2.770821205253897546e+01 -2.270070308336193943e-01 6.056797684160200035e-01 0.000000000000000000e+00 1.301964853007380718e+01 1.595549722437127294e+01 -1.500323386238629764e-01 -3.024286327175199074e-01 2.697408023819141576e+00 3.072080000000000144e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.600000000000000000e+05 4.784243703886875698e-02
2.700000000000000000e+01 8.869752766475554381e+03 2.331710066211309851e+01 4.650832063566172868e-03 6.901908373067887625e-01 0.000000000000000000e+00 1.075912241624788557e+01 1.378734618721751382e+01 1.610773280834697577e-02 5.085836208173612205e-02 8.679428483876483469e-01 1.567747933127844329e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.900000000000000000e+05 5.085812577606802637e-02
2.700000000000000000e+01 5.000000000000000000e+04 9.679405114686176148e+01 6.813886019286153894e-01 8.638920065770023804e-01 0.000000000000000000e+00 1.370252455192474450e+01 8.572315909848940407e+01 1.492429042883957613e-01 7.713943091272709163e-01 6.554944411364139745e-01 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 9.300000000000000000e+05 3.219466298175597818e-01
2.700000000000000000e+01 1.466493841164733931e+04 4.585804905562392975e+01 7.085417181875248716e-01 8.977647012850930031e-01 0.000000000000000000e+00 2.273484382200371812e+01 2.646703225163044948e+01 7.297168510833912380e-01 6.903525485548759333e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 9.300000000000000000e+05 4.679596531591201369e-01
2.800000000000000000e+01 2.864018034662145510e+04 5.174193259980114590e+01 5.892279629705214627e-02 6.272815263791624574e-01 0.000000000000000000e+00 1.596242217103602279e+01 3.814002055683212689e+01 1.576537091019245551e-01 6.817425096725153455e-02 1.307722011721652366e+00 2.270359393761657851e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.400000000000000000e+05 5.666233150688070042e-02
2.800000000000000000e+01 2.654416730832396206e+04 4.799264902390016374e+01 1.160151933436116556e-01 5.692362220422148011e-01 0.000000000000000000e+00 3.831182331916591721e+01 1.154594586319078076e+01 1.901761292588520780e-01 8.598245908272733606e-02 8.165413256238902573e-01 6.418122184279267950e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.500000000000000000e+05 1.385969170670308392e-01
2.800000000000000000e+01 1.288185145722714515e+04 2.452824287536718373e+01 -5.292652367511226086e-02 6.542955538994883469e-01 0.000000000000000000e+00 1.476535501240939041e+01 1.097555219156498474e+01 -9.228411340030540089e-02 -5.284626284642619104e-02 2.184180084075991068e+00 3.058348187470038670e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000000e+05 7.546117030777430013e-02
2.800000000000000000e+01 1.276162259065814396e+04 3.403495049617976775e+01 4.210351519192817582e-01 5.965050447495177099e-01 0.000000000000000000e+00 2.453952846257590181e+01 1.121220164818388909e+01 6.596955538994883073e-01 -1.442887446254020878e-01 0.000000000000000000e+00 2.349164000025429466e+00 2.000000000000000000e+00 1.000000000000000000e+00 5.600000000000000000e+05 4.219635138832315141e-02
2.800000000000000000e+01 2.730420440254012647e+04 2.261130840475976811e+01 3.260424424986696490e-02 6.958315549199499683e-01 0.000000000000000000e+00 1.174837328105417988e+01 1.207450297283745222e+01 4.262030919935938522e-02 2.407385812188981775e-02 0.000000000000000000e+00 3.190806728888235799e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+05 2.129406779573632738e-02
2.800000000000000000e+01 1.889708377264518640e+04 2.638271556852886945e+01 -7.838380764934334277e-02 6.575236436774655191e-01 0.000000000000000000e+00 1.334829405490690490e+01 1.435645818120238104e+01 -7.920647491512930460e-03 -1.629177410153702377e-01 4.611969688121935196e-01 2.891721357907389045e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.300000000000000000e+05 4.028617746062317789e-02
2.800000000000000000e+01 1.923230250134542803e+04 3.681882578586272103e+01 -9.261262505487528884e-02 6.065668612855967812e-01 0.000000000000000000e+00 2.625835212735581337e+01 1.216796487877208222e+01 -1.470866370067207274e-01 -1.180880320524444263e-03 2.748865030308224711e+00 8.528946935774815996e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.600000000000000000e+05 1.798750423739206572e-02
2.800000000000000000e+01 1.861119491287122946e+04 2.316063978564385906e+01 -4.795830600930692245e-02 6.784671601292564524e-01 0.000000000000000000e+00 1.149653511751683332e+01 1.285875998641254903e+01 -1.114180473248405218e-01 5.007866612806325529e-02 2.883474783677373310e+00 1.461176121897144631e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000000e+05 4.977807992842045448e-02
2.800000000000000000e+01 1.454928233353260475e+04 4.338731236493272547e+01 4.860082339519939398e-01 8.138052806327518152e-01 0.000000000000000000e+00 1.112181805289445791e+01 3.419187191101158163e+01 1.557289750400959460e-01 6.113050447495176343e-01 8.667246451457291112e-01 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 7.700000000000000000e+05 3.337438354186256229e-02
2.800000000000000000e+01 1.450658418542808067e+04 5.252406769876580483e+01 6.313524431776768031e-01 4.405261205426949656e-01 0.000000000000000000e+00 4.340727511970217023e+01 1.109317967714899744e+01 8.226052806327517342e-01 -1.199384407563842403e-01 0.000000000000000000e+00 2.920315722704681427e+00 4.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+05 1.265305446922317389e-01
2.800000000000000000e+01 5.000000000000000000e+04 5.917467281683794766e+01 -5.792879809915349454e-02 6.342325469417833261e-01 0.000000000000000000e+00 3.643525614496997633e+01 2.552708308208328347e+01 -2.138321681422307996e-01 -6.967733987697553866e-02 2.171098332770954098e+00 1.096911851866583687e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.600000000000000000e+05 1.764468321170984400e-01
2.800000000000000000e+01 2.559839486665232107e+04 3.112138234062382480e+01 5.748152159294186644e-03 6.862361389288043068e-01 0.000000000000000000e+00 1.174247076964825354e+01 2.098068823115536574e+01 1.558385709481095727e-01 1.106742887339639964e-01 1.601088076619012757e+00 1.465728612446997925e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.900000000000000000e+05 5.034990447896598581e-02
2.800000000000000000e+01 5.000000000000000000e+04 8.819223445688299989e+01 3.586386649557997686e-01 8.127649095155132786e-01 0.000000000000000000e+00 3.380182980469524523e+01 5.920189942797414773e+01 -1.454562769184225279e-01 6.362325469417833279e-01 2.640169942692221383e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.900000000000000000e+05 3.692170224219655517e-02
2.800000000000000000e+01 3.259363144703544822e+04 3.900619514029971668e+01 6.465415972716020976e-02 6.449327902951818015e-01 0.000000000000000000e+00 2.775596311082142265e+01 1.310385123701867549e+01 1.180776463280643895e-01 6.374090660545016218e-02 9.147512397425763275e-01 6.929588027899745706e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.200000000000000000e+05 1.123025151121262305e-01
2.900000000000000000e+01 2.027219918477604006e+04 4.828993860291240736e+01 -6.938215447833832872e-02 5.830389783445162344e-01 0.000000000000000000e+00 1.654870557980014922e+01 3.393688345041358900e+01 8.335580445739958211e-02 -1.406060308538891468e-01 4.376415089813601167e-01 3.051140000000000185e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.200000000000000000e+05 1.561068600112620712e-02
2.900000000000000000e+01 2.089432951534826498e+04 3.384413255304289692e+01 -2.145533304804023416e-03 6.548508913080786087e-01 0.000000000000000000e+00 2.307898436544767051e+01 1.240408999629212694e+01 1.395749583915404171e-02 5.251266466852576309e-02 2.276370145484057250e+00 1.365544647439103310e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.700000000000000000e+05 1.892392097372791807e-02
2.900000000000000000e+01 1.855112526729367528e+04 4.079748041748941034e+01 2.897307670531693718e-02 6.738801096454735129e-01 0.000000000000000000e+00 1.606975980549179539e+01 2.682125948440139851e+01 1.308456775363011637e-01 4.015648980157183329e-02 1.153579253528609794e+00 1.199627908806476295e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.400000000000000000e+05 6.671490893610806938e-02
2.900000000000000000e+01 1.830599840998642685e+04 2.736545965060268415e+01 -1.853552562511547736e-02 6.494842914769658471e-01 0.000000000000000000e+00 1.175259617339792406e+01 1.697973193287579363e+01 3.704802810721095907e-02 -1.006226249323229349e-01 8.664005598928761209e-01 2.067736913221922990e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.400000000000000000e+05 8.845183681797966213e-02
2.900000000000000000e+01 2.020274570761475479e+04 5.279526747388862162e+01 4.859029851620021434e-01 8.416682321608829342e-01 0.000000000000000000e+00 1.422158944205557418e+01 4.092906003392697301e+01 -1.088465189343083561e-01 6.908801096454733059e-01 2.842414726492006771e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 7.900000000000000000e+05 9.704577749394016281e-03
2.900000000000000000e+01 1.701495289968082216e+04 3.562497908508935041e+01 -6.814788071265662217e-02 6.514626075573315411e-01 0.000000000000000000e+00 1.800712761829623787e+01 1.938604333593237072e+01 1.268090753421964936e-02 -2.167367153772127575e-01 8.594608618506758280e-01 2.267860009623114959e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.400000000000000000e+05 1.661786533587903680e-01
2.900000000000000000e+01 1.872393164628551312e+04 2.614572467870309680e+01 -2.426743532573953990e-02 6.868630050202858550e-01 0.000000000000000000e+00 1.423805958314127196e+01 1.328870279185465897e+01 5.632278966864141811e-02 -3.857286477214147413e-02 1.772803886885090829e+00 2.995300000000000296e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.100000000000000000e+05 2.106335485531556084e-02
2.900000000000000000e+01 2.220442684233311957e+04 6.429119041434566384e+01 6.730064151707705333e-01 5.349909093194917808e-01 0.000000000000000000e+00 5.294118368385865381e+01 1.388757066394518347e+01 8.430682321608828911e-01 5.214481937768304654e-02 0.000000000000000000e+00 1.077131246919727392e+00 3.000000000000000000e+00 1.000000000000000000e+00 9.200000000000000000e+05 1.018923604056929527e-02
2.900000000000000000e+01 1.870378695993889414e+04 4.629251801863654237e+01 3.303799400749867221e-01 7.566054501997674375e-01 0.000000000000000000e+00 2.616978981367218537e+01 2.295330092439753500e+01 7.044630050202856930e-01 -9.645993890008053295e-02 0.000000000000000000e+00 3.058120000000000172e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.600000000000000000e+05 6.923196002855986665e-03
2.900000000000000000e+01 5.000000000000000000e+04 5.196545672072134181e+01 3.594911797439719753e-02 6.680983356778541493e-01 0.000000000000000000e+00 3.485330078775557183e+01 1.972511152125442280e+01 1.005491358672212510e-01 5.440582918780917376e-02 8.650322814299982177e-01 1.864819446847848061e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.600000000000000000e+05 7.652957643231568519e-02
2.900000000000000000e+01 1.623013026265695589e+04 4.898035875121295390e+01 4.667396002966229807e-01 6.755386477382362420e-01 0.000000000000000000e+00 3.573987640315026226e+01 1.580113796629804490e+01 6.514626075573315411e-01 1.107197634118779750e-01 0.000000000000000000e+00 1.113121457342146403e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.900000000000000000e+05 3.931349190979690350e-02
3.000000000000000000e+01 2.333423526252523152e+04 3.048587840625346956e+01 -3.014830573483674725e-02 6.699242933862351590e-01 0.000000000000000000e+00 1.556068454298684856e+01 1.648631767933224879e+01 9.580680346821831075e-03 -1.054882559771492256e-01 1.765736542271245879e+00 2.139979291672598372e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.100000000000000000e+05 8.885714552416272560e-02
3.000000000000000000e+01 2.654893719658394548e+04 5.857873594684440377e+01 4.872091619422987824e-02 6.652942714011687020e-01 0.000000000000000000e+00 3.812764438054495031e+01 2.342993615735622726e+01 1.051867411511072659e-01 2.217091700633608449e-03 7.433916496347200420e-01 4.539318892211667844e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.200000000000000000e+05 7.118919308680962676e-02
3.000000000000000000e+01 1.220261953190666827e+04 3.217888569514872898e+01 1.699395785376094092e-02 6.595661824182705857e-01 0.000000000000000000e+00 2.014748419858098316e+01 1.363514155215471391e+01 -3.934620854034812099e-02 -1.621543221670003476e-02 1.055855937685274970e+00 5.902018314635882890e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.600000000000000000e+05 3.424387410387647046e-02
