orb_a_1 orb_a_2 mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 bin_sep bin_orb_a time_to_merger_gw flag_merging time_merged bin_ecc gen_1 gen_2 bin_orb_ang_mom bin_orb_inc bin_orb_ecc gw_freq gw_strain id_num
2.756560498363940860e+04 2.769585043444832627e+04 4.003409253622358932e+01 3.982736235263096347e+01 1.374960385727463374e-01 2.372047989765754990e-03 3.540462496021294925e-01 2.995300000000000296e+00 2.139694915991861845e-01 2.854170792010764490e+04 2.411005408869392000e+15 0.000000000000000000e+00 0.000000000000000000e+00 8.007959645392094539e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.709740541566469707e-01 1.000000000000000021e-02 5.699147307422893872e-06 1.334124065129330367e-22 3.680000000000000000e+02
2.162569950273711220e+04 2.168930327505882451e+04 1.867865397165168773e+01 1.223979232841283427e+01 8.907802737403863053e-03 8.644451500486528828e-02 1.304142752954891238e+00 7.571328198065890858e-01 3.316053603852675025e+01 2.171615057904513014e+04 4.585289378331650458e+19 0.000000000000000000e+00 0.000000000000000000e+00 8.941282186110965924e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02 1.838000280020498640e-09 2.621665993168862302e-30 3.700000000000000000e+02
