# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
3.200000000000000000e+01 7.640698715525382795e+03 4.909068039659016591e+01 -1.294459177907325391e-02 6.545037924717852507e-01 0.000000000000000000e+00 3.127377657361948593e+01 2.025692314712795650e+01 2.592436191306624234e-03 -3.332690665813826947e-02 1.491449396945075279e+00 3.072080000000000144e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.100000000000000000e+05
3.200000000000000000e+01 1.550167395199526800e+04 2.932973127260645541e+01 5.058835300591438960e-02 7.132492560484540167e-01 0.000000000000000000e+00 1.470914412253931047e+01 1.624107716944441648e+01 1.081345932850394514e-01 8.360700399303275243e-02 1.426813659678079160e+00 1.734339655106876266e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.700000000000000000e+05
3.200000000000000000e+01 1.282065136440883725e+04 2.995651027826371049e+01 1.050902148263297732e-02 7.059228494780439567e-01 0.000000000000000000e+00 1.575296628492945139e+01 1.583740267442654037e+01 4.091541420803442020e-02 9.143333105021474172e-02 1.312558132012108469e+00 1.454946652494508941e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.700000000000000000e+05
3.200000000000000000e+01 9.494138097734457915e+03 2.085497751616308548e+01 2.591477605345726340e-02 6.939957840803110400e-01 0.000000000000000000e+00 1.173694400495475598e+01 1.022758663974653537e+01 -1.287252331804033048e-03 5.966688034442009514e-02 6.411268850420760446e-01 4.204546640213676079e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.700000000000000000e+05
3.200000000000000000e+01 1.297486966644802669e+04 4.450897017781473863e+01 4.633729563870782053e-01 8.481719413381849648e-01 0.000000000000000000e+00 1.699870272201141219e+01 3.006003872260290066e+01 1.954499822183399654e-04 7.253228494780437074e-01 7.120169942133617313e-01 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 5.300000000000000000e+05
3.200000000000000000e+01 1.257872698403327013e+04 5.501905489406659910e+01 6.853552669829121591e-01 9.229410212770943200e-01 0.000000000000000000e+00 1.278822105819248911e+01 4.456018493636106825e+01 9.516122367275303695e-02 8.599719413381848865e-01 6.297208140309643598e-01 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 5.900000000000000000e+05
3.200000000000000000e+01 1.652336864755680290e+04 2.854227327944261106e+01 -1.290548209586132311e-01 6.404853682402382731e-01 0.000000000000000000e+00 1.678585232404209293e+01 1.312189314152872477e+01 -2.114591678247581819e-01 -7.344722405025216894e-02 3.002280000000000282e+00 1.936451179999537864e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.400000000000000000e+05
3.200000000000000000e+01 1.212221508131767951e+04 6.522174332349716508e+01 7.656334561561971563e-01 4.306748237030261772e-01 0.000000000000000000e+00 5.509503360307178355e+01 1.243368773810835037e+01 9.493410212770940770e-01 -7.194949239383796602e-02 0.000000000000000000e+00 2.308544531179352433e+00 4.000000000000000000e+00 1.000000000000000000e+00 6.600000000000000000e+05
3.200000000000000000e+01 2.561608715969978584e+04 3.578963156879603247e+01 -4.215885099512622913e-02 5.763795021089073156e-01 0.000000000000000000e+00 1.230615982394817109e+01 2.506779367959010685e+01 -2.920837534145998005e-02 -1.461687231066462200e-01 2.023321464113264856e+00 1.968309383256511058e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.600000000000000000e+05
3.200000000000000000e+01 1.833664249598260358e+04 4.297483136137982029e+01 4.123207294033455830e-03 6.371983885504014511e-01 0.000000000000000000e+00 1.450697210637436996e+01 3.051645069696199997e+01 1.528536071785849548e-01 3.085470780119363779e-02 1.479686128267413858e+00 1.587908226799456868e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.700000000000000000e+05
3.200000000000000000e+01 2.186463885063348789e+04 3.070383215158613055e+01 6.966999440060189785e-02 6.673202569539253837e-01 0.000000000000000000e+00 1.140299887323119066e+01 2.079526481244467462e+01 -3.707293501394934992e-02 9.845010066453337150e-02 6.953457823575958097e-01 3.563779402288786424e-01 1.000000000000000000e+00 1.000000000000000000e+00 7.800000000000000000e+05
3.200000000000000000e+01 1.276569553489302598e+04 9.457261420271937880e+01 3.074100729575571234e-01 6.710564494988912054e-01 0.000000000000000000e+00 6.544714693562193020e+01 3.411821315387506104e+01 4.520748237030262628e-01 3.079862138241073327e-02 0.000000000000000000e+00 2.411537177231926621e-01 5.000000000000000000e+00 1.000000000000000000e+00 8.200000000000000000e+05
3.200000000000000000e+01 1.128983616363117835e+04 5.127483683309210960e+01 -4.219875724443703478e-03 5.956950477641974606e-01 0.000000000000000000e+00 3.937834052678618235e+01 1.399961392315776365e+01 9.247693670661995963e-03 8.106914118538344205e-02 2.871458810138494133e+00 1.459809705233500177e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.100000000000000000e+05
3.200000000000000000e+01 2.976636829954069253e+04 2.480396083373051752e+01 -1.152246135761204326e-01 6.286517348241565939e-01 0.000000000000000000e+00 1.089237414486158606e+01 1.511330345464199176e+01 -1.163538341799070369e-04 -2.005493974661305412e-01 2.565879990484558615e+00 2.988320000000000309e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.100000000000000000e+05
3.200000000000000000e+01 1.406385968875880644e+04 1.180130470953389192e+02 5.237919112457404269e-01 5.783420074819579648e-01 0.000000000000000000e+00 9.476858227109440236e+01 2.819813538259373686e+01 6.748564494988911200e-01 8.534726952367995001e-02 0.000000000000000000e+00 1.381105673146878488e+00 6.000000000000000000e+00 1.000000000000000000e+00 9.200000000000000000e+05
