# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
5.800000000000000000e+01 1.303543837916104349e+04 3.258333038268797566e+01 -3.406517368524073636e-02 6.765288989598039482e-01 0.000000000000000000e+00 1.463121701055153245e+01 1.961135365690149968e+01 -8.886089169926662812e-02 4.976915349997650118e-02 2.813499911219344174e+00 1.504857332754066190e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.300000000000000000e+05
5.800000000000000000e+01 1.066633588149133175e+04 2.910156848476990277e+01 -3.028745488463261207e-02 6.727597619892975445e-01 0.000000000000000000e+00 1.717872157071726491e+01 1.340844583818533486e+01 -5.683017266645551402e-02 3.613403522735328388e-03 2.972192581555144653e+00 7.366535470654447249e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.600000000000000000e+05
5.800000000000000000e+01 1.588918686432806862e+04 2.409765090176145463e+01 -3.639785380665066378e-02 6.460519203400039157e-01 0.000000000000000000e+00 1.331049165317017824e+01 1.197744811772603590e+01 4.445146537711427981e-02 -2.603907002049371533e-01 5.706163987785272118e-01 2.042915352726997646e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.800000000000000000e+05
5.800000000000000000e+01 1.373855230492924602e+04 2.271793186877776449e+01 2.288097343403966422e-02 7.063123345185789992e-01 0.000000000000000000e+00 1.336239319566760209e+01 1.059464804680315630e+01 1.180042540406014973e-01 7.080928747727045780e-02 1.176066965097331440e+00 1.648478623085334105e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+05
5.800000000000000000e+01 2.205433074799769747e+04 4.233019621116629594e+01 8.031523441138664274e-03 6.388234337545203312e-01 0.000000000000000000e+00 2.943397550295803100e+01 1.490441521101424982e+01 4.133680962565303846e-02 2.254894649121483644e-02 1.493337836298673338e+00 6.770179123961974632e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.800000000000000000e+05
5.800000000000000000e+01 4.699583203705413325e+04 3.883261456087623031e+01 3.319498802408794857e-02 6.822520622982520822e-01 0.000000000000000000e+00 1.666200769455686626e+01 2.421583511930383636e+01 1.391429783031278566e-01 4.339412228005453016e-03 1.000400076918660730e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.500000000000000000e+05
5.800000000000000000e+01 1.666153128001585355e+04 3.436175738035460370e+01 2.385896005737245945e-03 6.933360751342704242e-01 0.000000000000000000e+00 1.698304218588972248e+01 1.920272131095427781e+01 -2.717268558145348456e-02 7.327824879965783023e-02 2.055037714589640796e+00 1.355098647744350737e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.900000000000000000e+05
5.800000000000000000e+01 1.156335784382641941e+04 2.837188273023581075e+01 3.230698542960128150e-02 7.102585566342161094e-01 0.000000000000000000e+00 1.576057365506677677e+01 1.417015969127549191e+01 9.326200819843123713e-02 7.871646241724543358e-02 7.559651210389227716e-01 1.662832713948531271e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.800000000000000000e+05
5.800000000000000000e+01 1.795897256652835858e+04 3.381588789648454707e+01 1.763194662028723034e-02 7.028686461261620666e-01 0.000000000000000000e+00 1.739472863899020538e+01 1.826099165559177706e+01 1.578190445580262002e-01 -3.232977830817705678e-02 1.120083427847665014e+00 2.860223311680513802e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.100000000000000000e+05
5.800000000000000000e+01 1.622907933825088367e+04 5.064687416251253893e+01 4.491699510357534675e-01 8.421952955893863280e-01 0.000000000000000000e+00 1.903735513133273116e+01 3.444880269241592430e+01 -4.999549211953782657e-02 7.119360751342702631e-01 2.125098479553232611e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.100000000000000000e+05
5.800000000000000000e+01 1.124943411528830984e+04 5.920251275229539800e+01 2.794897555691779334e-01 7.978902716616388391e-01 0.000000000000000000e+00 3.437497302857973835e+01 2.838493679849722895e+01 -1.598310229062710475e-01 7.190585566342160284e-01 2.120356242021632198e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.100000000000000000e+05
5.800000000000000000e+01 1.691827774781833432e+04 3.884444312149636858e+01 4.470748017312685674e-01 7.535447688779363107e-01 0.000000000000000000e+00 2.430359696856486806e+01 1.693476174665066480e+01 7.180519203400033135e-01 7.379911823840328011e-02 0.000000000000000000e+00 6.625047875562281030e-01 2.000000000000000000e+00 1.000000000000000000e+00 8.600000000000000000e+05
5.800000000000000000e+01 2.040170928112611000e+04 2.827598646980415964e+01 -1.586043655679008624e-01 6.226096492788836256e-01 0.000000000000000000e+00 1.581937213484323301e+01 1.378698309672368616e+01 -1.058945825426431259e-01 -2.691034052451980463e-01 2.278275019566878612e+00 2.905221543866001621e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.200000000000000000e+05
5.800000000000000000e+01 2.925046392438539260e+04 5.097446195108056344e+01 -1.301801610791758490e-02 6.819151265933788286e-01 0.000000000000000000e+00 2.721959762016848927e+01 2.642310585760667507e+01 9.159355656970752380e-02 -1.106773699175779696e-01 5.126702993368521533e-01 2.950015788132240857e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.400000000000000000e+05
5.800000000000000000e+01 7.512664451867267417e+03 3.217818052677441187e+01 4.988391441259960035e-01 8.550382824509634716e-01 0.000000000000000000e+00 1.096491999958841923e+01 2.297012739441616347e+01 9.926425638084039604e-02 7.077123345185789560e-01 9.054867068567066246e-01 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 9.900000000000000000e+05
