# id_num orb_a mass spin spin_angle orb_inc orb_ecc orb_arg_periapse orb_ang_mom gen galaxy time_passed gw_freq gw_strain
1.700000000000000000e+01 8.759440634397258691e+03 1.883863694393757271e+01 6.067481798944653060e-02 4.191911966852916449e-01 3.122935923354311694e+00 2.863754194273266385e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
2.600000000000000000e+01 1.505464276134448846e+04 1.146165775055196612e+01 -2.230595858047851234e-03 2.020208234662816515e+00 3.121575517654297194e+00 2.917963907626831555e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
5.200000000000000000e+01 2.889039638980597738e+04 1.168159004609172769e+01 6.164667920831850417e-02 3.918888439424896841e-01 3.147115787971535905e+00 2.329646425758084283e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
6.400000000000000000e+01 2.649124624822975966e+04 1.044979874478520188e+01 -4.510616393906461546e-02 2.947855221766348954e+00 3.107481693366933140e+00 1.633857117009980264e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
8.000000000000000000e+01 3.282552086775824864e+04 1.008351222118369428e+01 -1.043857295719803624e-02 2.487802381583550382e+00 3.145267943180327208e+00 1.976191563813606555e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
8.400000000000000000e+01 3.044437736470222808e+04 1.409888113373638774e+01 -2.016266452923375363e-01 2.889459034726969300e+00 3.155711738366699937e+00 6.249035919684634011e-02 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.030000000000000000e+02 3.906897173121552441e+03 2.381298875756863964e+01 1.477381486427243595e-01 3.480308072988588797e-01 3.148012542935046287e+00 2.915072451015536803e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.050000000000000000e+02 1.540470239025373667e+04 1.137209699916148153e+01 5.518783960925095766e-02 8.730539973612179150e-01 3.155711234970622225e+00 1.883560538197528722e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.190000000000000000e+02 3.439294814166898868e+04 1.726198582128865411e+01 -1.268268314415576525e-01 1.993147173083810841e+00 3.179692333078401045e+00 2.404712510799218023e-02 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.320000000000000000e+02 4.836875108812364488e+04 1.106948009580002790e+01 -9.385811612177451940e-03 2.380768413785610882e+00 3.173589633285125888e+00 2.585966740175569822e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.520000000000000000e+02 1.333904833754040556e+04 1.144821792379828018e+01 1.526946772645831618e-01 4.794098145452156401e-01 3.161282120833906362e+00 2.223282858951558250e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.640000000000000000e+02 4.463212468116890523e+04 2.179647386122717378e+01 -4.736267635060770892e-02 1.614455525445554152e+00 3.165324844444262542e+00 3.320604619093408399e-02 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.770000000000000000e+02 3.396609195770834049e+04 2.533004231158344055e+01 -2.212223850487165383e-02 2.433188023556859036e+00 3.160829385735448582e+00 1.426049849010335435e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.780000000000000000e+02 4.441164146272973449e+04 1.042664901237942132e+01 -5.878633553080623436e-02 2.879686364364439477e+00 3.183055785145078254e+00 7.580613032556861308e-02 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
1.850000000000000000e+02 3.699706219971595419e+04 1.382598680723164364e+01 -7.217020625436425252e-02 2.463342512891915081e+00 3.131548578256880155e+00 2.107501101663561971e-01 1.570796326794896558e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
