orb_a_1 orb_a_2 mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 bin_sep bin_orb_a time_to_merger_gw flag_merging time_merged bin_ecc gen_1 gen_2 bin_orb_ang_mom bin_orb_inc bin_orb_ecc gw_freq gw_strain id_num
2.144120776367244616e+04 2.154029393117503059e+04 1.108920909270437782e+01 3.480283042273216410e+01 -7.585308751772994185e-02 -1.866976382562698378e-01 2.204704237902552766e+00 3.065100000000000158e+00 6.543387620730648280e+01 2.157684432862528047e+04 3.114487115645276160e+19 0.000000000000000000e+00 0.000000000000000000e+00 4.494640058400728444e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.896898336957553749e-02 1.331000000000000238e-02 8.078556433252392368e-10 1.486914038216372777e-30 3.750000000000000000e+02
1.589605415049489420e+04 1.599134277429808208e+04 3.489801363136592016e+01 3.043849580634250884e+01 -1.249029704814426517e-01 6.661318244568622537e-01 2.849221015545106095e+00 0.000000000000000000e+00 8.978279003499606858e+01 1.589894640786282798e+04 1.747573667310051328e+20 0.000000000000000000e+00 0.000000000000000000e+00 5.831261821181832339e-02 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02 5.997322102600402288e-10 2.569898526091193526e-30 3.770000000000000000e+02
