# id_num orb_a mass spin spin_angle orb_inc orb_ecc orb_arg_periapse orb_ang_mom gen galaxy time_passed star_X star_Y star_Z radius
2.390000000000000000e+02 4.961195288833292238e+01 1.514106742475991950e+03 8.839999999999998970e-01 1.437429568904074140e+00 0.000000000000000000e+00 1.439691671698533487e-02 1.570796326794896558e+00 1.225040165109743872e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 3.438538622609026447e+02
2.460000000000000000e+02 5.082505599388040451e+01 2.024434236590228920e+03 8.839999999999998970e-01 1.800351608851922025e+00 0.000000000000000000e+00 1.797012606643480850e-02 0.000000000000000000e+00 1.722284403182175488e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 4.338021006989561101e+02
2.490000000000000000e+02 5.507499057928787067e+01 2.452437468421369886e+03 8.839999999999998970e-01 1.081401544858044739e+00 0.000000000000000000e+00 1.493186386718260358e-02 1.570796326794896558e+00 2.133002155339781888e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 5.057397228512262473e+02
2.570000000000000000e+02 6.115227147465673596e+01 3.203910547090659747e+03 8.839999999999998970e-01 2.052184683946606469e+00 0.000000000000000000e+00 1.085788597716090716e-02 0.000000000000000000e+00 2.959204032870621696e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 6.263152953091122299e+02
2.600000000000000000e+02 5.935669088269555260e+01 3.279085565033713010e+03 8.839999999999998970e-01 1.908125700034404293e+00 0.000000000000000000e+00 1.514864627164227116e-02 1.570796326794896558e+00 3.100123605864956928e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 6.380444151143381077e+02
2.610000000000000000e+02 6.991087624628562480e+01 3.697177765547018680e+03 8.839999999999998970e-01 1.918426557055823878e+00 0.000000000000000000e+00 9.000000000000001055e-02 0.000000000000000000e+00 3.522937550603508736e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 7.023360781078200716e+02
2.620000000000000000e+02 7.657552613304956424e+01 3.753441952027059870e+03 8.839999999999998970e-01 1.483346210105628948e+00 0.000000000000000000e+00 1.056863070822235996e-02 0.000000000000000000e+00 3.604163509004692480e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 7.108737459234012022e+02
2.630000000000000000e+02 5.165607292902716807e+01 3.776286472661695825e+03 8.839999999999998970e-01 8.101169268970779269e-01 0.000000000000000000e+00 1.033832604619432105e-02 0.000000000000000000e+00 3.655247850500133376e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 7.143329090660309930e+02
2.650000000000000000e+02 6.359194898533809948e+01 4.854224055925256835e+03 8.839999999999998970e-01 1.666483112228578367e+00 0.000000000000000000e+00 7.352117510822658852e-02 0.000000000000000000e+00 4.772943621400006656e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 8.732620087659641968e+02
2.670000000000000000e+02 7.179666684228860163e+01 4.336703255061624986e+03 8.839999999999998970e-01 2.049808042024973798e+00 0.000000000000000000e+00 5.591893293838669926e-02 0.000000000000000000e+00 4.334475227581589504e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 7.979514658240917697e+02
