# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
9.300000000000000000e+01 1.385480319913837411e+04 2.095148716152485946e+01 -1.158762971872339016e-02 6.926259052229373214e-01 0.000000000000000000e+00 1.148944348726166886e+01 1.057352337756072380e+01 -5.096507718212003879e-02 8.676433696129247364e-02 2.806026238552600471e+00 1.240837782532487887e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.700000000000000000e+05
9.300000000000000000e+01 9.073202675559137788e+03 2.130657207053110724e+01 -1.518371757428834887e-02 6.799130938609549979e-01 0.000000000000000000e+00 1.088354222016391049e+01 1.153208490075749104e+01 -1.464632172685308154e-02 -2.243696952078185619e-02 2.144025711146742008e+00 2.947772215310705768e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.700000000000000000e+05
9.300000000000000000e+01 2.013633466218878311e+04 2.332350840412002313e+01 -9.087142112331522692e-02 6.556251207974856943e-01 0.000000000000000000e+00 1.181882062145268009e+01 1.267004861764650059e+01 5.163390039452338438e-03 -1.865414025559442579e-01 1.311214938504280836e+00 2.818240183221898398e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.800000000000000000e+05
9.300000000000000000e+01 1.266196006907997253e+04 2.442218959624027974e+01 5.056249104602737049e-02 6.935231322889299221e-01 0.000000000000000000e+00 1.545774989614918660e+01 1.023642263152187404e+01 1.699749912858327869e-02 1.143536971141540654e-01 6.566275887799732924e-01 3.707145042250162281e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.100000000000000000e+05
9.300000000000000000e+01 1.743108251987623589e+04 2.148350094123665954e+01 -5.027395686154594034e-02 6.609160899536115075e-01 0.000000000000000000e+00 1.023421675114324003e+01 1.232707685958279065e+01 -8.211396407538824882e-02 -5.860430918340214790e-02 2.387954062060423155e+00 2.377196540499655342e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.200000000000000000e+05
9.300000000000000000e+01 1.781383551482609255e+04 2.967537774487549740e+01 -1.641534263383235756e-02 6.473067609836807845e-01 0.000000000000000000e+00 1.124404304339920380e+01 1.985419048222902205e+01 -5.581052926974100492e-02 1.849500419299211426e-02 1.809550771417086423e+00 2.974360000000000337e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000000e+05
9.300000000000000000e+01 1.778562185453070197e+04 4.746909002293936908e+01 6.638827859017824018e-01 8.851269001257151547e-01 0.000000000000000000e+00 2.968220386673073818e+01 2.108200072197517727e+01 6.517067609836807440e-01 6.810259052229372667e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 5.500000000000000000e+05
9.300000000000000000e+01 5.000000000000000000e+04 6.646314332200958575e+01 -3.111416699437448072e-02 6.764319033704867534e-01 0.000000000000000000e+00 3.445407006787583981e+01 3.544856885008258018e+01 6.045974542153000411e-03 -6.651597080856527788e-02 6.724092217694579432e-01 3.011354456031094973e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.300000000000000000e+05
9.300000000000000000e+01 2.020804429038013041e+04 3.482775004923770013e+01 4.465837118492446689e-01 6.893956352551761091e-01 0.000000000000000000e+00 2.340411347190600111e+01 1.341124712647621386e+01 7.216251207974850868e-01 -3.382747890191568907e-02 0.000000000000000000e+00 2.981340000000000323e+00 2.000000000000000000e+00 1.000000000000000000e+00 6.400000000000000000e+05
9.300000000000000000e+01 1.655468703908475800e+04 6.528205384340699879e+01 8.755248211697883587e-01 9.675668531295095187e-01 0.000000000000000000e+00 2.162230114424016492e+01 4.774282352018332887e+01 7.205160899536109387e-01 9.457269001257145868e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 8.100000000000000000e+05
9.300000000000000000e+01 1.100252363972308922e+04 2.389416531645020925e+01 -6.855142010574723221e-02 6.600505281849843309e-01 0.000000000000000000e+00 1.485825156717639572e+01 1.021457429763325564e+01 -1.149104265444013118e-01 9.707185469323711957e-03 3.100000000000000089e+00 1.701127578679293206e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.400000000000000000e+05
9.300000000000000000e+01 2.010405064172875063e+04 2.389106564525240373e+01 -1.375924188891532868e-02 6.674427983116456575e-01 0.000000000000000000e+00 1.419727003293610856e+01 1.092305125807700250e+01 6.613906974476151113e-02 -8.332140193794783378e-02 9.277120575009600856e-01 3.086040000000000116e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.500000000000000000e+05
9.300000000000000000e+01 2.657453155564829649e+04 7.015834318182065488e+01 -4.835206899706855077e-02 6.715300459930935162e-01 0.000000000000000000e+00 3.713338443127268107e+01 3.662197000506213840e+01 2.735764475495992311e-03 -9.721429996555812358e-02 1.733493193965855328e+00 3.065100000000000158e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.900000000000000000e+05
