# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
7.500000000000000000e+01 9.609776334986963775e+03 2.536783304582758802e+01 5.756284587512847106e-02 7.062894731837725537e-01 0.000000000000000000e+00 1.232592832396999505e+01 1.442075680753056943e+01 4.825183642205300300e-02 9.651648687318083175e-02 1.020962457363063125e+00 4.888306055109464809e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.700000000000000000e+05
7.500000000000000000e+01 2.760291161622769505e+04 4.619067238478780268e+01 -7.615794927928686009e-02 4.789672763934830213e-01 0.000000000000000000e+00 3.632816470155635358e+01 1.154178245312747464e+01 -9.234099013583438320e-02 -1.252067562795980971e-01 2.504992579147339526e+00 2.286483213514264534e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.100000000000000000e+05
7.500000000000000000e+01 1.509842175555498034e+04 2.825529644509525085e+01 -7.287532534899436587e-03 6.739588300605325877e-01 0.000000000000000000e+00 1.881352364548853018e+01 1.083050941108097653e+01 -6.950301869477809591e-02 1.118088527774997593e-01 3.044160000000000199e+00 4.594580011038920109e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.300000000000000000e+05
7.500000000000000000e+01 1.674295505251267605e+04 3.404483446130301161e+01 4.267389589290224161e-04 6.425905948759694786e-01 0.000000000000000000e+00 1.107609886673510502e+01 2.450132134607822465e+01 -8.755489578489440705e-02 1.081820699212411030e-01 3.023220000000000240e+00 1.192826970329566416e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.700000000000000000e+05
7.500000000000000000e+01 1.492669225091054068e+04 4.211946332493282341e+01 4.288519230271974347e-01 6.886012309838861478e-01 0.000000000000000000e+00 2.828130327913403619e+01 1.622919917427927317e+01 6.915588300605324257e-01 -3.009484225478899905e-02 0.000000000000000000e+00 2.864394670100682383e+00 2.000000000000000000e+00 1.000000000000000000e+00 4.800000000000000000e+05
7.500000000000000000e+01 2.247882847989558286e+04 3.522729539964480239e+01 6.257896656512032876e-03 6.840000951717626343e-01 0.000000000000000000e+00 1.984273495592253056e+01 1.723363887913785319e+01 2.186369785755531980e-02 -1.256011138969156948e-02 1.487283720166711731e+00 4.400849481140067243e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000000e+05
7.500000000000000000e+01 1.643941143119781555e+04 2.526526035125315062e+01 1.281911353286328478e-02 6.890224176341346318e-01 0.000000000000000000e+00 1.320065318748603289e+01 1.340214303996379286e+01 4.562528473544423535e-02 -2.401614358391748749e-02 2.672671693777936008e-01 2.411724593731023880e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+05
7.500000000000000000e+01 2.769443776612391594e+04 2.398722790077750844e+01 -6.332393100093454408e-02 6.646437689455209075e-01 0.000000000000000000e+00 1.045848295058847199e+01 1.471526795494454021e+01 -1.535481131865039373e-01 3.640787447050082559e-02 3.051140000000000185e+00 1.561063053250701049e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+05
7.500000000000000000e+01 1.612420087081369456e+04 3.984852835448427300e+01 4.679381150466995765e-01 8.467643754303875170e-01 0.000000000000000000e+00 1.696474508607615306e+01 2.532926238837954358e+01 7.709446976725586875e-02 7.374224176341341863e-01 5.534925897837292830e-01 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.200000000000000000e+05
7.500000000000000000e+01 1.591905008675171302e+04 5.637106531975684476e+01 5.747473186232435749e-01 6.616827771373881006e-01 0.000000000000000000e+00 3.989438052203495033e+01 1.960845749165527963e+01 8.687643754303873145e-01 -3.716626367529772546e-02 0.000000000000000000e+00 2.253397625223421574e+00 3.000000000000000000e+00 1.000000000000000000e+00 8.800000000000000000e+05
7.500000000000000000e+01 1.973984849587322969e+04 3.185736226343062327e+01 -9.516426304070395303e-02 6.285899264648351359e-01 0.000000000000000000e+00 2.193581885566496581e+01 1.136714042678873327e+01 -1.669473532654548731e-01 1.885034791891746289e-02 2.589298995767369771e+00 1.813985803641478212e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.300000000000000000e+05
