# id_num orb_a mass spin spin_angle orb_inc orb_ecc orb_arg_periapse orb_ang_mom gen galaxy time_passed star_X star_Y star_Z radius
2.010000000000000000e+02 3.150719689359090481e+01 6.433604181967409659e+02 6.731514867523613077e+01 3.273592042688606152e-01 0.000000000000000000e+00 4.098234743457097595e-01 0.000000000000000000e+00 -4.160194557427345280e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.765076246401877142e+02
2.020000000000000000e+02 3.186839750910478486e+01 5.978178334526771778e+02 1.014806527733034045e+02 1.636355357950433978e-02 0.000000000000000000e+00 1.717754554786732335e-01 0.000000000000000000e+00 -3.887796263246666240e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.664389981761370052e+02
2.030000000000000000e+02 3.227532119187193160e+01 4.502652674126782131e+02 8.867512242797090494e+01 7.057538745865711283e-01 0.000000000000000000e+00 3.433585323806190859e-01 0.000000000000000000e+00 -2.946853686538704640e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.326706198161251677e+02
2.040000000000000000e+02 3.266658605562686546e+01 5.695908398966911363e+02 5.811829503244315731e+01 5.478635582342078481e-01 0.000000000000000000e+00 8.470425395116674139e-01 0.000000000000000000e+00 -3.750329717105463680e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.601217755063491381e+02
2.050000000000000000e+02 3.305661983016791794e+01 6.543369118743549961e+02 9.147914449872577336e+01 1.373875570736579510e+00 0.000000000000000000e+00 8.751323312348641137e-01 1.570796326794896558e+00 -4.333961387574673280e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.789126860967616608e+02
2.060000000000000000e+02 3.347067961134304426e+01 5.237817916812782642e+02 9.688928329819154328e+01 1.372213540225358130e+00 0.000000000000000000e+00 3.012010746666498040e-01 0.000000000000000000e+00 3.490899466480844160e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.497339624250482188e+02
2.070000000000000000e+02 3.386035637206313709e+01 5.951356489213967507e+02 1.326987738526081273e+02 1.171501509479647485e+00 0.000000000000000000e+00 1.229463482294467225e-01 0.000000000000000000e+00 -3.989479635278493440e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.658413301460055891e+02
2.080000000000000000e+02 3.428077585806676808e+01 7.874138090860113834e+02 1.414693337004192415e+02 1.480433188416015122e+00 0.000000000000000000e+00 5.960017660745778878e-01 1.570796326794896558e+00 5.311075256325203200e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 2.074733987679937854e+02
2.090000000000000000e+02 3.474890778733308849e+01 6.982539624729379284e+02 7.251244846585544224e+01 5.542475174485723688e-01 0.000000000000000000e+00 5.252560029610924275e-01 1.570796326794896558e+00 -4.741746027085442560e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.884563290156800122e+02
2.100000000000000000e+02 3.518911425187658892e+01 6.348585038675983014e+02 1.067848120118896986e+02 1.550642987908594561e+00 0.000000000000000000e+00 4.265936973333888105e-01 1.570796326794896558e+00 4.338459497681903360e+17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 1.746391275294707270e+02
