# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
2.000000000000000000e+00 2.570041009082788150e+04 3.734501956760693986e+01 -1.091461232293068490e-01 5.097390089219535625e-01 0.000000000000000000e+00 1.042113849821277149e+01 2.840640396810980306e+01 1.274832148808828503e-02 -1.486140980291635605e-01 1.721416902814900896e+00 3.100000000000000089e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.800000000000000000e+05
2.000000000000000000e+00 1.555697840922960313e+04 5.016753788477237208e+01 -1.406872499190441744e-02 6.885836479064941784e-01 0.000000000000000000e+00 2.488770957749209245e+01 2.790786380626728302e+01 -1.193394695558531171e-01 1.147859965122954989e-01 2.833983449900401741e+00 8.608789710436622888e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.500000000000000000e+05
2.000000000000000000e+00 1.203012249506851913e+04 2.041107033400950854e+01 -8.571919487962188777e-02 6.537598523884787793e-01 0.000000000000000000e+00 1.108923114007313515e+01 1.034011611202742920e+01 4.305476251836425766e-02 -2.297438187851768843e-01 1.644860125327369582e+00 2.431611880890534927e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.600000000000000000e+05
2.000000000000000000e+00 1.123112393553476613e+04 2.814482785879593507e+01 9.352958434280727457e-03 6.714444866160537151e-01 0.000000000000000000e+00 1.771918285127038573e+01 1.185156014796788071e+01 -1.339373752461182898e-02 2.915896186736989526e-02 1.846066529704454062e+00 1.615255571202784401e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+05
2.000000000000000000e+00 2.393140114829580125e+04 5.708531499299953538e+01 1.655993989294380839e-02 6.528013450992080635e-01 0.000000000000000000e+00 3.896893243287487252e+01 2.087725513725004234e+01 1.966510690462926897e-02 4.575847446650002648e-02 9.091516877740918323e-01 9.949554256865891233e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.100000000000000000e+05
2.000000000000000000e+00 1.498476701519048584e+04 6.445387659857365747e+01 5.416625502227397915e-01 5.848465336941346404e-01 0.000000000000000000e+00 5.035249453569626610e+01 1.702395893063133414e+01 7.305836479064937716e-01 2.602574577923662605e-02 0.000000000000000000e+00 2.288576146667689937e+00 2.000000000000000000e+00 1.000000000000000000e+00 5.200000000000000000e+05
2.000000000000000000e+00 1.111637700753647914e+04 2.337013512572602636e+01 5.339275146946346334e-02 7.093779152357855278e-01 0.000000000000000000e+00 1.082518258533177935e+01 1.382822507806516299e+01 1.476818155440322577e-01 7.379821416788040489e-02 1.338730119764000914e+00 3.775263788287142042e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.200000000000000000e+05
2.000000000000000000e+00 1.554294463375212945e+04 3.005221476489488808e+01 -3.804480186604024955e-02 6.824566312260081924e-01 0.000000000000000000e+00 1.531297402839744493e+01 1.631547672665586290e+01 6.903350118472377506e-02 -7.780119059899792688e-02 1.618485105909461597e+00 2.709889508307484984e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000000e+05
2.000000000000000000e+00 2.324317994078452830e+04 5.252251345235902136e+01 8.891572324114856846e-03 7.062048284640796147e-01 0.000000000000000000e+00 2.921655712977561947e+01 2.616588192039947458e+01 4.968320258600002204e-02 8.894802408352169010e-02 2.315799755654048386e+00 8.835304359650082429e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.700000000000000000e+05
2.000000000000000000e+00 1.589591097289194295e+04 4.649831702242295250e+01 -4.094382388155745622e-02 5.507754569066694028e-01 0.000000000000000000e+00 3.618033943700994826e+01 1.211585253570940246e+01 -5.736588669344237779e-02 8.308122420835048483e-03 3.058120000000000172e+00 4.449279704848174699e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.700000000000000000e+05
