# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
2.400000000000000000e+01 1.037284272962272735e+04 2.411106436116946128e+01 1.147643835794694284e-01 7.234023154581230575e-01 0.000000000000000000e+00 1.179557175868963625e+01 1.366145594846977041e+01 6.558445732468454192e-02 1.786158801163135468e-01 5.610153224988602139e-01 3.795001902577789243e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.400000000000000000e+05
2.400000000000000000e+01 1.128047811121713858e+04 2.225943994986458208e+01 -1.643129732756001609e-03 6.918563486540811880e-01 0.000000000000000000e+00 1.245539588727033831e+01 1.098500673607206934e+01 -7.041422984826375270e-04 4.553677742195846867e-02 1.226348843055549809e+00 1.653809197113943030e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.800000000000000000e+05
2.400000000000000000e+01 1.220673184050534110e+04 3.378269565901789662e+01 4.375656280788911556e-01 7.184409236985140890e-01 0.000000000000000000e+00 2.227992805770296414e+01 1.348466905862079557e+01 6.952563486540811466e-01 4.016177915644078555e-02 0.000000000000000000e+00 1.272626969772701289e+00 2.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000000e+05
2.400000000000000000e+01 2.057108192981835964e+04 3.198458624408799622e+01 -9.963543067894223282e-02 6.495411948760229093e-01 0.000000000000000000e+00 1.652294000586583422e+01 1.703347452120722139e+01 -1.254974372052271581e-01 -1.166962664235872971e-01 2.908698443529956990e+00 2.300956657062418476e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.800000000000000000e+05
2.400000000000000000e+01 5.000000000000000000e+04 6.996079963565641435e+01 -1.381554518481093174e-01 6.408682217571521900e-01 0.000000000000000000e+00 3.415995022876559517e+01 3.919115085739787929e+01 -1.177911037510493697e-01 -1.574527650815839008e-01 3.100000000000000089e+00 3.005378117058107090e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.200000000000000000e+05
2.400000000000000000e+01 1.348108652868072750e+04 2.396210921246029102e+01 -2.855052879138474456e-02 6.733288109961642620e-01 0.000000000000000000e+00 1.381986798954072704e+01 1.136136562098105962e+01 -1.198341515302693699e-01 3.284598173253314157e-02 2.273266126358493011e+00 3.459068309242329109e-01 1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+05
2.400000000000000000e+01 2.435286654800893302e+04 3.947144213248831335e+01 7.969977502953208559e-02 6.988629573695277486e-01 0.000000000000000000e+00 1.520062184444578257e+01 2.632983316133401530e+01 1.344526365115513988e-01 1.484928659845148047e-01 1.651106996736425581e-01 1.233471753645078550e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.200000000000000000e+05
2.400000000000000000e+01 1.674422309091089119e+04 2.323869541681678896e+01 -1.086674644562222319e-02 6.813776263149856627e-01 0.000000000000000000e+00 1.392142323648678293e+01 1.053529011968441687e+01 7.266848094842327799e-02 -1.178051455660869551e-02 1.736285211535391726e+00 2.495711646001682382e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.300000000000000000e+05
2.400000000000000000e+01 1.089596470452486756e+04 4.570576952674020532e+01 -4.158197164826323705e-02 4.730888964823291576e-01 0.000000000000000000e+00 1.047345424113067658e+01 3.683547371861840958e+01 -1.590578571736389613e-02 -7.917873765087471427e-02 2.583335006980406412e+00 2.247261659000638012e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.400000000000000000e+05
2.400000000000000000e+01 5.000000000000000000e+04 6.835702520410117700e+01 -1.329980621908909977e-01 6.419956841974827633e-01 0.000000000000000000e+00 3.767999714166840164e+01 3.397791898162292767e+01 -1.930352912376834262e-01 -1.009920336585841821e-01 2.573560569126714270e+00 3.003911703433264080e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.400000000000000000e+05
2.400000000000000000e+01 1.576184957639714776e+04 2.755020208039553253e+01 -3.005839309346299698e-02 6.530379997146876780e-01 0.000000000000000000e+00 1.663920338752944161e+01 1.228867427884752672e+01 4.194933028708863060e-04 -1.006412507743272011e-01 1.423452530389748727e+00 2.351673810971730560e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.700000000000000000e+05
2.400000000000000000e+01 1.889875582551889602e+04 4.938233281962701682e+01 6.972647575121360478e-03 5.089723451116525688e-01 0.000000000000000000e+00 3.943272722005288955e+01 1.175260151652491203e+01 5.614084554042540233e-03 -2.910147001508735232e-02 1.161656048455887991e+00 6.664743618063421193e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.500000000000000000e+05
