# id_num orb_a mass spin spin_angle orb_inc orb_ecc orb_arg_periapse orb_ang_mom gen galaxy time_passed star_X star_Y star_Z radius
2.370000000000000000e+02 5.016761978186048765e+01 1.309752257799305426e+03 7.642394341576864747e+01 1.527841732744599224e+00 0.000000000000000000e+00 4.608270119467783310e-01 0.000000000000000000e+00 -1.068695244470618112e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 3.117104230881566878e+02
2.380000000000000000e+02 5.086741141598061944e+01 1.582557889075197181e+03 9.251296446094369230e+01 3.374737694684092071e-02 0.000000000000000000e+00 5.934163855714547076e-01 0.000000000000000000e+00 -1.300264796295761664e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 3.626500019907196020e+02
2.390000000000000000e+02 5.158747322415511150e+01 1.546569357537116048e+03 9.541614662992591889e+01 1.566996120918593860e+00 0.000000000000000000e+00 7.451613816750419783e-01 0.000000000000000000e+00 -1.279658212215217664e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 3.560373180530773425e+02
2.410000000000000000e+02 5.308670613207775091e+01 1.677874614141473330e+03 8.307552698803912961e+01 1.384529907326702114e+00 0.000000000000000000e+00 8.693663958161657046e-01 1.570796326794896558e+00 -1.408330441084837120e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 3.800210054418944310e+02
2.420000000000000000e+02 5.384692540639453284e+01 1.866591046525362344e+03 9.602910779557109322e+01 1.568147815168783321e+00 0.000000000000000000e+00 7.040128276074475444e-02 1.570796326794896558e+00 -1.577906980473852672e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 4.138465533988158995e+02
2.440000000000000000e+02 5.541963383169134261e+01 1.876545452601744500e+03 1.106347399351561904e+02 1.689999015269533778e-01 0.000000000000000000e+00 5.435162889400718678e-01 0.000000000000000000e+00 -1.609320917959262720e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 4.156112267578835144e+02
2.450000000000000000e+02 5.621515689946826910e+01 2.189588732757348225e+03 1.078083968228428944e+02 9.203702773825193917e-02 0.000000000000000000e+00 8.011985353346887662e-01 1.570796326794896558e+00 -1.891212482219231744e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 4.702080279929630251e+02
2.460000000000000000e+02 5.698664461792498770e+01 2.152236546270787130e+03 8.140072092018587568e+01 6.814328807420222400e-02 0.000000000000000000e+00 3.855870893589533610e-01 1.570796326794896558e+00 -1.871663143792170496e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 4.637799841169990032e+02
2.470000000000000000e+02 5.787035445473957651e+01 2.078224030210007186e+03 8.966708408378418937e+01 2.501939591699295362e-01 0.000000000000000000e+00 7.850460489300814526e-02 0.000000000000000000e+00 -1.821259112179674112e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 4.509764771625656863e+02
2.480000000000000000e+02 5.871092974237937057e+01 2.315512091465519006e+03 9.904456157391500426e+01 3.191983269700288672e-01 0.000000000000000000e+00 3.580875326772609002e-01 1.570796326794896558e+00 -2.043889069654803456e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 4.917197391428645687e+02
2.500000000000000000e+02 6.047753438188528463e+01 2.491894663618340019e+03 1.062773411807448838e+02 3.324365265012985682e-01 0.000000000000000000e+00 3.089732463009534635e-01 1.570796326794896558e+00 -2.232426270741197824e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 5.214632944282762992e+02
2.520000000000000000e+02 6.231230590605758124e+01 2.836195255919212286e+03 1.042032858492748773e+02 4.549485535228174615e-02 0.000000000000000000e+00 7.869591275181935242e-01 1.570796326794896558e+00 -2.579126810598279680e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 5.783475511139721448e+02
2.530000000000000000e+02 6.329988574399961720e+01 2.889415211303215074e+03 9.805373407310224820e+01 1.254067376749148144e+00 0.000000000000000000e+00 7.219130837990663796e-01 1.570796326794896558e+00 -2.648262071981171200e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 5.870133306001589517e+02
2.560000000000000000e+02 6.621446683490037799e+01 3.271995142231917271e+03 1.393763147096498756e+02 6.978216414061730877e-01 0.000000000000000000e+00 3.004009813568688791e-01 1.570796326794896558e+00 -3.067169701924911104e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 6.484106212663130009e+02
2.610000000000000000e+02 7.150582700338971165e+01 3.659331383400603954e+03 8.104843512962024477e+01 1.205308083532848462e+00 0.000000000000000000e+00 8.907052133526558446e-01 1.570796326794896558e+00 -3.564678184150149632e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 7.091227069870933519e+02
2.620000000000000000e+02 7.268878615214944716e+01 3.438140401406346882e+03 9.901917511577437381e+01 8.704835569978069953e-01 0.000000000000000000e+00 6.366739882919421056e-01 1.570796326794896558e+00 -3.376802551727749632e+18 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.273999999999999355e-01 2.637999999999999790e-01 8.800000000000000530e-03 6.746194934854081566e+02
