orb_a_1 orb_a_2 mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 bin_sep bin_orb_a time_to_merger_gw flag_merging time_merged bin_ecc gen_1 gen_2 bin_orb_ang_mom bin_orb_inc bin_orb_ecc gw_freq gw_strain id_num
2.396304180908922353e+04 2.407906538292235928e+04 1.947991863781101785e+01 2.403252943927777707e+01 1.027428489336818518e-01 7.167706265939413623e-02 2.834760000000000613e+00 2.750646411273545144e+00 7.885581024467015254e+01 2.439895618711464704e+04 2.444321875396424499e+20 0.000000000000000000e+00 0.000000000000000000e+00 7.329440351688858157e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.049505519581473478e-01 1.210000000000000138e-02 5.946004958537544378e-10 1.284020764696202853e-30 3.770000000000000000e+02
3.202109943039202699e+04 3.216837792356153659e+04 1.420756688830236136e+01 1.870605763609556860e+01 -5.975676925958930963e-02 -6.312193545497567226e-02 1.129055090436852593e+00 1.625699804781089108e+00 1.440760698914283182e+02 3.215471213812534188e+04 4.963285674991657419e+21 0.000000000000000000e+00 0.000000000000000000e+00 2.763165291068275797e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02 2.093963614896443500e-10 2.367561014881878091e-31 3.810000000000000000e+02
