# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
8.600000000000000000e+01 2.475443732865267521e+04 3.773338365603490274e+01 -9.623830823804503665e-02 5.536360158268069931e-01 0.000000000000000000e+00 2.853068582595378899e+01 1.070423076368345505e+01 -1.338197685770725065e-01 -3.815460097625088254e-02 2.652993285904776677e+00 3.006026163289414743e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.800000000000000000e+05
8.600000000000000000e+01 1.706360896533735649e+04 3.075521579014916895e+01 -1.103583749543097375e-01 5.710387840277793003e-01 0.000000000000000000e+00 1.076444548184138483e+01 2.135547494088354270e+01 -1.846597885216739315e-02 -1.825615801122791315e-01 3.922344051792590047e-01 2.844928422354317199e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.800000000000000000e+05
8.600000000000000000e+01 1.331758454352636181e+04 2.055477229841237019e+01 -1.556540428398304754e-01 6.480776767941427430e-01 0.000000000000000000e+00 1.106384235838432950e+01 1.049001776634701777e+01 -3.573863704489882998e-01 7.918598058028288034e-02 2.877001889716590988e+00 9.817091304602780788e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.200000000000000000e+05
8.600000000000000000e+01 2.186385399300210702e+04 4.118439684025505443e+01 -1.259389227612229059e-02 6.607107370332679919e-01 0.000000000000000000e+00 1.933900100580113346e+01 2.395045474117351247e+01 9.241365766543413462e-02 -1.557734517269135921e-01 1.043926923449895350e+00 1.968171290967823728e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.300000000000000000e+05
8.600000000000000000e+01 2.388507413882339097e+04 2.673124552519131569e+01 -4.571209930844095937e-02 6.722525325345788394e-01 0.000000000000000000e+00 1.407254174400703839e+01 1.403020305747641849e+01 -1.185540581724824072e-01 2.648824368696383116e-02 2.907760799660441986e+00 4.266677103346656064e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.400000000000000000e+05
8.600000000000000000e+01 1.306031699663655309e+04 3.049329551855117160e+01 -3.369960979328520678e-02 6.531212571184851212e-01 0.000000000000000000e+00 1.868890879351846479e+01 1.331937234890752997e+01 -3.435981865371272315e-02 -6.840972694253047437e-02 3.051140000000000185e+00 2.073679699653406150e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.300000000000000000e+05
8.600000000000000000e+01 2.245836243021511837e+04 3.400490781368044679e+01 -5.954496108127754761e-02 6.275644190202589456e-01 0.000000000000000000e+00 2.207324633073160669e+01 1.359341029052986372e+01 9.107611479554746092e-02 -1.414212597400487936e-01 1.764493420306058047e+00 2.698561348847469343e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.300000000000000000e+05
8.600000000000000000e+01 2.192170491742894228e+04 5.009685482508251653e+01 5.768887329951550846e-01 4.904997614713910159e-01 0.000000000000000000e+00 4.139331801307289282e+01 1.059259705251549022e+01 7.291107370332673421e-01 -1.867125096828091413e-02 0.000000000000000000e+00 2.864336073133685989e+00 2.000000000000000000e+00 1.000000000000000000e+00 8.600000000000000000e+05
8.600000000000000000e+01 9.099818533563822712e+03 3.119860852472567814e+01 4.114459830540307950e-01 8.299324751523041721e-01 0.000000000000000000e+00 1.233655291802353560e+01 2.066854837456968497e+01 3.732853350834204609e-02 6.576776767941425739e-01 1.599956533628347222e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.700000000000000000e+05
8.600000000000000000e+01 3.439400737678892619e+04 3.027067271576432006e+01 -1.880227320696112661e-02 6.875627008059818079e-01 0.000000000000000000e+00 1.644748485678252692e+01 1.542276945656385756e+01 3.978465542156525009e-02 -2.112189445206780203e-02 2.044989653044678057e+00 2.744732296403293859e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.900000000000000000e+05
