# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
7.800000000000000000e+01 1.486020132066817678e+04 2.193215008924464371e+01 1.399534261352160941e-02 6.961091792183755622e-01 0.000000000000000000e+00 1.156020650949367656e+01 1.154748952722220956e+01 -3.984883579838832679e-02 1.069643635104780832e-01 2.844114966191840121e+00 9.040921686036128557e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.300000000000000000e+05
7.800000000000000000e+01 1.257283751848918837e+04 4.266617501341767138e+01 4.835164862326218199e-02 5.440159829165931438e-01 0.000000000000000000e+00 3.359563682626841796e+01 1.073028430712288106e+01 1.004310311416038159e-01 6.539028057727544647e-03 8.973876972314895895e-01 9.815305804196042816e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.400000000000000000e+05
7.800000000000000000e+01 9.488147783814416471e+03 2.163258302977522263e+01 -3.061232122953450388e-02 6.798057083389159594e-01 0.000000000000000000e+00 1.088270781686851407e+01 1.186917682156663467e+01 -1.221469416092029053e-01 6.732483851582714285e-02 2.880393582820540033e+00 7.444245773046529457e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+05
7.800000000000000000e+01 1.234247807989010653e+04 5.170487881700997690e+01 4.580419324231017053e-01 7.772870856619191748e-01 0.000000000000000000e+00 1.087495525857559286e+01 4.273492288237364534e+01 1.238529633903641403e-02 5.748159829165928603e-01 1.638741918588051627e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 4.200000000000000000e+05
7.800000000000000000e+01 2.325915867296581928e+04 2.059044276690111985e+01 -1.170780828488328096e-01 6.236996735996733765e-01 0.000000000000000000e+00 1.106523175778982626e+01 1.048314369470356233e+01 -3.074970747261969728e-01 -1.168551341079581696e-01 2.021264500401286579e+00 2.587043194127756962e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.200000000000000000e+05
7.800000000000000000e+01 1.498668521704184604e+04 2.876788546557662585e+01 -7.141243624572449211e-02 6.306082410586242304e-01 0.000000000000000000e+00 1.302290827719829558e+01 1.711049391483900806e+01 -1.587363434502875592e-01 -1.417783860472445479e-01 2.068858029383833230e+00 2.071410640565173988e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.700000000000000000e+05
7.800000000000000000e+01 1.159352702175241393e+04 6.080818899182037285e+01 6.701296937734464443e-01 8.972716294289089234e-01 0.000000000000000000e+00 1.101632023852006093e+01 5.181201876775316606e+01 -7.317241352026732093e-02 8.168870856619188103e-01 1.849074410694447890e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 5.200000000000000000e+05
7.800000000000000000e+01 2.657124740016345095e+04 4.660043095138239977e+01 3.867258967618462939e-03 6.460437755998786891e-01 0.000000000000000000e+00 3.402111093665799757e+01 1.466707540632009277e+01 -4.781410264281689415e-02 1.325373138615786872e-01 2.230285908375294834e+00 9.152654145322618451e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.300000000000000000e+05
7.800000000000000000e+01 1.268626696865165104e+04 3.124311546692507591e+01 -5.908777759324310153e-02 6.234729323173687776e-01 0.000000000000000000e+00 2.062451747485249598e+01 1.207163552388257521e+01 -1.228943864843164563e-01 -6.661436254257956102e-02 2.062587638078303698e+00 2.724093099565189302e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+05
7.800000000000000000e+01 3.713845699332456570e+04 4.300711599481467573e+01 -5.070879195942795681e-02 6.374789352132118614e-01 0.000000000000000000e+00 1.285517020991908943e+01 3.199588030047867449e+01 -1.213508136810009380e-01 1.464983059734914217e-01 3.065100000000000158e+00 1.724778619187311346e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.400000000000000000e+05
7.800000000000000000e+01 2.213754987905279995e+04 2.148203668514950238e+01 -1.714204099033829476e-02 6.796907187502194692e-01 0.000000000000000000e+00 1.173617825478830845e+01 1.086006054940566479e+01 -8.012741128468138518e-02 3.262710051841077874e-02 2.157674513516835368e+00 1.184773641160064894e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.800000000000000000e+05
7.800000000000000000e+01 9.756014268039967646e+03 6.961565212087461418e+01 7.749994927140808620e-01 9.559226496333548262e-01 0.000000000000000000e+00 1.029650740119295449e+01 6.127147910815644138e+01 -8.044963063360222044e-02 9.186716294289086759e-01 3.030200000000000227e+00 0.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 8.600000000000000000e+05
7.800000000000000000e+01 1.953779751699614280e+04 2.077765871579358148e+01 -7.028056573974571231e-02 6.646714055185339864e-01 0.000000000000000000e+00 1.062646696592944195e+01 1.119953751226320193e+01 -1.479974886760526964e-01 -9.440161973276002191e-04 2.921682757462683799e+00 1.488267521119492010e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.600000000000000000e+05
7.800000000000000000e+01 1.142308640986095452e+04 4.491359941824863711e+01 4.347146346509928594e-01 8.314072419185400964e-01 0.000000000000000000e+00 1.601277136837214243e+01 3.135830194497116352e+01 3.616274829232331289e-02 6.478729323173685328e-01 1.072596284014360579e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.700000000000000000e+05
