# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
2.700000000000000000e+01 1.539769853517927550e+04 2.201171874713939047e+01 1.158640741934671009e-02 6.939415815156358969e-01 0.000000000000000000e+00 1.069282848258292518e+01 1.251552979702405821e+01 2.636821600056712400e-01 -1.181140696375109767e-01 1.289803725631589293e+00 1.925180115125502578e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+05
2.700000000000000000e+01 5.000000000000000000e+04 5.686935732225440887e+01 -2.058859077194647585e-02 6.646133865919320316e-01 0.000000000000000000e+00 2.274397581659556167e+01 3.705159392155498210e+01 1.776201209603591735e-01 -2.186654629745282685e-02 1.836855268309546707e+00 1.780832273107490593e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.200000000000000000e+05
2.700000000000000000e+01 1.620357771595865779e+04 2.250592747294226470e+01 9.333615221135809284e-03 6.863168510833916880e-01 0.000000000000000000e+00 1.131469127776092876e+01 1.237941801022800448e+01 5.615243120113690145e-02 -3.702281510993092606e-02 4.649223401456080706e-01 2.428867431840494806e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.800000000000000000e+05
2.700000000000000000e+01 1.465774822099486846e+04 2.796876889722152626e+01 4.376030820476906752e-02 6.908631889534553316e-01 0.000000000000000000e+00 1.588238197459985557e+01 1.358048140473522203e+01 1.101260915117305145e-01 -3.098476317986713358e-02 6.240401605553385078e-01 1.885140309545959347e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.900000000000000000e+05
2.700000000000000000e+01 1.123134516060506212e+04 2.101696165852022702e+01 5.672094241066703846e-02 7.104803798320968866e-01 0.000000000000000000e+00 1.065143789716172762e+01 1.152004825831177293e+01 7.335312365965947212e-02 9.248106230306826769e-02 6.171414474384722126e-01 9.492164513112572033e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000000e+05
2.700000000000000000e+01 1.569286153600310536e+04 3.680190493710034616e+01 -4.675865164685771153e-02 5.687616311384815493e-01 0.000000000000000000e+00 2.739956731594878292e+01 1.093374125885641845e+01 -5.482049184678987330e-02 -4.059835534026808024e-02 3.037180000000000213e+00 2.308435835396493108e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.100000000000000000e+05
2.700000000000000000e+01 1.449743455134028227e+04 3.102387130812783766e+01 4.828304262189692109e-01 6.535377927214484073e-01 0.000000000000000000e+00 2.212846927218739523e+01 1.055123605410860854e+01 7.111415815156357789e-01 -1.269789726964758864e-02 0.000000000000000000e+00 1.249724740160639946e+00 2.000000000000000000e+00 1.000000000000000000e+00 6.400000000000000000e+05
2.700000000000000000e+01 1.558836380484875372e+04 4.663177455102176339e+01 4.366245256429295840e-01 7.947539135066481464e-01 0.000000000000000000e+00 1.181079943602726701e+01 3.681883770761004371e+01 3.469107810486060650e-02 5.775616311384814683e-01 1.649602306127247120e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 6.400000000000000000e+05
2.700000000000000000e+01 1.281287905441041039e+04 2.567202638409670357e+01 4.092338107338044928e-02 6.890958341250341679e-01 0.000000000000000000e+00 1.023503030782209677e+01 1.674051402434999858e+01 -3.107670787217423070e-02 1.377530201154400225e-01 6.547335512788323708e-01 1.192537556698445744e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.500000000000000000e+05
2.700000000000000000e+01 1.694088696969323792e+04 2.634556349560169508e+01 -3.367340395879922510e-02 6.449525485548763815e-01 0.000000000000000000e+00 1.406388739468664539e+01 1.355793005651216454e+01 -3.556671066818331006e-01 6.480560480873798213e-02 1.919396700589643068e+00 4.820734505557161542e-01 1.000000000000000000e+00 1.000000000000000000e+00 7.200000000000000000e+05
2.700000000000000000e+01 2.079544116726353968e+04 4.295760268992523123e+01 2.404327103083935685e-02 7.061564962489969011e-01 0.000000000000000000e+00 1.915112721108206628e+01 2.610950968966076147e+01 3.070927918346933252e-02 1.359712504694210178e-01 1.921982897199007834e+00 1.198757113032119515e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.700000000000000000e+05
2.700000000000000000e+01 5.000000000000000000e+04 8.542792377337207199e+01 4.017215696856338836e-01 7.053943091272715238e-01 0.000000000000000000e+00 5.731581908683202897e+01 3.298898711154192398e+01 6.406133865919320103e-01 4.203197809701703785e-02 0.000000000000000000e+00 1.893621593182124752e+00 2.000000000000000000e+00 1.000000000000000000e+00 7.700000000000000000e+05
2.700000000000000000e+01 1.249374523195554502e+04 4.485173358034296598e+01 3.319531799457065557e-01 8.099885032985876254e-01 0.000000000000000000e+00 1.926226512247318468e+01 2.816242073313313554e+01 -1.952201187214193667e-01 6.922631889534552885e-01 3.079060000000000130e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000000e+05
2.700000000000000000e+01 2.946049125824698785e+04 2.770821205253897546e+01 -2.270070308336193943e-01 6.056797684160200035e-01 0.000000000000000000e+00 1.301964853007380718e+01 1.595549722437127294e+01 -1.500323386238629764e-01 -3.024286327175199074e-01 2.697408023819141576e+00 3.072080000000000144e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.600000000000000000e+05
