# galaxy bin_orb_a mass_final chi_eff spin_final spin_angle_final mass_1 mass_2 spin_1 spin_2 spin_angle_1 spin_angle_2 gen_1 gen_2 time_merged
5.500000000000000000e+01 1.667397243950536358e+04 2.327076045098760559e+01 1.619937514306219462e-01 7.418046327383720495e-01 0.000000000000000000e+00 1.231338287599547776e+01 1.230736525107115042e+01 2.360973523833428400e-01 1.355415373437749982e-01 5.938199072031331571e-01 3.285557463392995703e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.800000000000000000e+05
5.500000000000000000e+01 1.657424667225921439e+04 3.402121872855057916e+01 4.500549755165519361e-01 8.531335298532388700e-01 0.000000000000000000e+00 1.260519019977084731e+01 2.329753721919692921e+01 -1.302134518136921770e-01 7.638046327383718470e-01 3.065100000000000158e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.400000000000000000e+05
5.500000000000000000e+01 2.017449788224144504e+04 3.578076384342976013e+01 -1.281189526268883827e-01 6.202962698164257160e-01 0.000000000000000000e+00 2.291248907004208846e+01 1.452114080324277801e+01 -1.860810286726232166e-01 -9.814329825749686098e-02 2.483911233468476532e+00 3.072080000000000144e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.800000000000000000e+05
5.500000000000000000e+01 1.888971849718133672e+04 3.466711004581241440e+01 -1.588612314604398792e-02 5.893802680650812587e-01 0.000000000000000000e+00 1.069624613261021295e+01 2.549220464992543711e+01 7.153495587049858717e-02 -2.743300591831990265e-02 1.417132012413506503e+00 2.996791880644478656e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.100000000000000000e+05
5.500000000000000000e+01 1.750496779967926341e+04 4.193518704262257302e+01 -6.060362435929228520e-02 5.982374063305802014e-01 0.000000000000000000e+00 2.978937774193050103e+01 1.400079470326778974e+01 -7.001253381439676016e-02 -4.578137145536628760e-02 2.882294562533380233e+00 3.044160000000000199e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.300000000000000000e+05
5.500000000000000000e+01 2.861364985575240280e+04 5.193036571975378024e+01 9.216418323402763429e-03 6.385492834331131240e-01 0.000000000000000000e+00 1.968912043712212423e+01 3.476475358639456914e+01 5.684439141597047440e-02 -4.110376945220294009e-02 5.266092524115668638e-01 1.902768708871171999e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.400000000000000000e+05
5.500000000000000000e+01 1.577158079288450062e+04 2.374448016177719012e+01 -2.843982478570122527e-02 6.705334653012535728e-01 0.000000000000000000e+00 1.105453449978385549e+01 1.392200131167754584e+01 1.007389904245567236e-01 -1.017224434677189843e-01 1.119645845941511952e+00 2.576302085125733665e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.100000000000000000e+05
5.500000000000000000e+01 1.077894552328222562e+04 2.199329300966070733e+01 -1.369657730246718608e-01 6.434985723779116373e-01 0.000000000000000000e+00 1.149469047026108015e+01 1.156682067497422750e+01 -1.451251766996783932e-01 -1.378898402063218898e-01 2.987338710304897837e+00 2.814289612240898908e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.500000000000000000e+05
5.500000000000000000e+01 1.185990698292984780e+04 2.227571062187841733e+01 -5.982670962039384616e-04 6.892118555558269799e-01 0.000000000000000000e+00 1.070179205944882739e+01 1.275892837956407000e+01 8.963098676161802836e-02 -1.972924262969338871e-02 1.322313997965329113e+00 3.022396037801535762e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.800000000000000000e+05
5.500000000000000000e+01 2.178913099104257344e+04 5.218539866501663482e+01 4.744054992355281053e-01 8.617445992645152986e-01 0.000000000000000000e+00 2.089859519324342330e+01 3.428830761546308992e+01 -2.252309255514395869e-01 8.619335298532387890e-01 2.369781303548831985e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 6.900000000000000000e+05
5.500000000000000000e+01 2.068790992056691175e+04 4.682969124596934307e+01 4.527588758851641138e-01 8.344547582013432940e-01 0.000000000000000000e+00 1.419554427015789422e+01 3.490714025703803003e+01 -7.765039825039198040e-02 6.679802680650804847e-01 2.967380000000000351e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 7.200000000000000000e+05
5.500000000000000000e+01 1.564991695884709770e+04 2.392113403894990142e+01 -1.635622358996128428e-02 6.805635099847966440e-01 0.000000000000000000e+00 1.237632209124415894e+01 1.278900769435039209e+01 -1.047306170641860573e-01 6.273220500771058139e-02 2.367900769405499872e+00 8.728327723976438968e-01 1.000000000000000000e+00 1.000000000000000000e+00 7.600000000000000000e+05
